Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
UHA-0429,9,UHA-0012,9,9,0, 1.18759311998343E+0001,UHA-0257,9,9,2,-3.73245168936733E+0000, 0.00000000000000E+0000,,9,2,-1.71551170788418E+0000, 0.00000000000000E+0000,,
UHA-0430,9,UHA-0012,9,9,0, 8.66760438742666E+0000,UHA-0259,9,9,2,-3.43309848611366E+0000, 0.00000000000000E+0000,,9,3,-5.49276398981217E+0000, 0.00000000000000E+0000,,
UHA-0431,9,UHA-0012,9,9,0, 1.40777206409613E+0001,UHA-0512,9,9,1, 2.93904067345181E+0000, 2.61925669353693E+0000,+,9,3,-4.23292622860601E+0000, 0.00000000000000E+0000,,
UHA-0432,9,UHA-0012,9,9,0, 6.46581494629966E+0000,UHA-0303,9,9,1, 4.51161032351686E+0000, 6.21960921557111E-0001,-,9,3,-1.65870997312004E+0000, 0.00000000000000E+0000,,
UHA-0433,9,UHA-0012,9,9,0, 6.37644568213276E+0000,UHA-0257,9,9,1, 2.70519796212942E+0000, 1.16410331550077E+0000,-,9,1, 5.65455568213165E+0000, 5.65455568213165E+0000,*,
UHA-0434,9,UHA-0012,9,9,0, 8.55349369824877E+0000,UHA-0016,8,8,1, 2.31559458562434E+0000, 0.00000000000000E+0000,,8,3,-5.47950426083657E+0000, 0.00000000000000E+0000,,
UHA-0435,9,UHA-0010,9,9,1, 2.00086701919841E+0000,UHA-0265,9,9,3,-6.02247184633935E+0000, 0.00000000000000E+0000,,9,4,-6.54876075764129E+0000, 0.00000000000000E+0000,,
UHA-0436,9,UHA-0010,9,9,0, 9.87740894892659E+0000,UHA-0016,8,8,0, 6.61777674304373E+0000, 1.84556279268980E+0000,+,8,2,-3.60075159186020E+0000, 0.00000000000000E+0000,,
UHA-0437,9,UHA-0010,9,9,1, 3.72670048727268E+0000,UHA-0224,9,9,1, 2.67321220142519E+0000, 0.00000000000000E+0000,,9,2, 2.99471346047083E+0000, 6.32061628088998E-0002,-,
UHA-0438,9,UHA-0010,9,9,1, 1.90453813530315E+0000,UHA-0331,7,7,2,-3.78834139809330E+0000, 0.00000000000000E+0000,,7,2, 1.03710746775209E+0000, 1.03710746775209E+0000,+,
UHA-0439,9,UHA-0010,9,9,1, 4.25007208803784E+0000,UHA-0260,9,9,1, 4.53420942223789E+0000, 4.53420942223789E+0000,*,9,2, 4.07238669309269E+0000, 4.07238669309269E+0000,*,
UHA-0440,9,UHA-0260,9,9,1, 4.79785092606866E-0002,UHA-0351,9,9,1, 4.00930738938802E+0000, 9.81023716913612E-0001,-,9,3, 3.17692491626686E+0000, 3.17692491626686E+0000,+,
UHA-0441,9,UHA-0260,9,9,0, 8.99875482052726E+0000,UHA-0261,9,9,1, 6.46339620096026E+0000, 2.77827607074748E+0000,+,9,1, 7.10976225873842E+0000, 2.60026162120548E+0000,+,
UHA-0442,9,UHA-0260,9,9,0, 1.17487685374443E+0001,UHA-0010,9,9,1, 2.99554730790603E+0000, 2.99554730790603E+0000,+,9,2,-9.16775851051286E-0001, 0.00000000000000E+0000,,
UHA-0443,9,UHA-0260,9,9,2,-4.35035289668652E+0000,UHA-0257,9,9,2,-3.55218505397383E+0000, 0.00000000000000E+0000,,9,3, 3.45652341068625E+0000, 3.45652341068625E+0000,*,
UHA-0444,9,UHA-0260,9,9,3,-1.01891061480726E+0001,UHA-0257,9,9,2,-2.64471128574622E+0000, 0.00000000000000E+0000,,9,4, 3.20822195812152E+0000, 3.20822195812152E+0000,+,
UHA-0445,9,UHA-0260,9,9,2,-4.21584271452787E+0000,UHA-0257,9,9,1, 2.77385602089758E+0000, 1.71547855861104E+0000,+,9,2, 7.67665924391290E+0000, 7.67665924391290E+0000,*,
UHA-0446,9,UHA-0260,9,9,2,-3.45150613419552E-0001,UHA-0263,9,9,2,-2.14273418026026E+0000, 0.00000000000000E+0000,,9,3, 2.56219800419490E+0000, 6.34605096942207E-0001,-,
UHA-0447,9,UHA-0260,9,9,2,-1.88884586603216E+0000,UHA-0512,9,9,3,-2.38597970223872E+0000, 0.00000000000000E+0000,,9,3, 2.46424353425137E+0000, 7.09013371592569E-0001,+,
UHA-0448,9,UHA-0260,9,9,1, 2.67042914313663E+0000,UHA-0257,9,9,2,-2.87365203869343E+0000, 0.00000000000000E+0000,,9,2, 3.46282678416409E+0000, 3.46282678416409E+0000,*,
UHA-0449,9,UHA-0260,9,9,2,-1.15240040411892E+0000,UHA-0257,9,9,1, 2.09728626271366E+0000, 2.09728626271366E+0000,+,9,2, 7.65015812193983E+0000, 7.65015812193983E+0000,*,
UHA-0450,9,UHA-0260,9,9,1, 7.48879308452481E-0001,UHA-0257,9,9,3,-7.04467051703138E+0000, 0.00000000000000E+0000,,9,3,-1.69681803922522E+0000, 0.00000000000000E+0000,,
UHA-0451,9,UHA-0260,9,9,3,-1.06559534827331E+0001,UHA-0257,9,9,2,-2.98994228414739E+0000, 0.00000000000000E+0000,,9,4, 2.85957855751375E+0000, 2.85957855751375E+0000,+,
UHA-0452,9,UHA-0260,9,9,3,-8.81617548175253E+0000,UHA-0257,9,9,1, 2.60894509603024E+0000, 2.60894509603024E+0000,+,9,4, 3.89694241015617E+0000, 3.89694241015617E+0000,*,
UHA-0453,9,UHA-0260,9,9,2,-5.58877338084795E+0000,UHA-0257,9,9,2,-1.97417207318469E+0000, 0.00000000000000E+0000,,9,3, 2.99944033280047E+0000, 2.99944033280047E+0000,+,
UHA-0454,9,UHA-0257,9,9,1, 2.24968490916348E+0000,UHA-0260,9,9,2,-3.10600234205691E+0000, 0.00000000000000E+0000,,9,2, 2.24275997426731E+0000, 2.24275997426731E+0000,+,
UHA-0455,9,UHA-0257,9,9,1, 1.76758368160042E+0000,UHA-0260,9,9,2,-3.19513845660874E+0000, 0.00000000000000E+0000,,9,3,-3.57266327623082E-0001, 0.00000000000000E+0000,,
UHA-0456,9,UHA-0257,9,9,2,-2.54000943865280E+0000,UHA-0260,9,9,2,-4.53518791855436E+0000, 0.00000000000000E+0000,,9,3, 4.88676748739951E-0001, 4.88676748739951E-0001,-,
UHA-0457,9,UHA-0257,9,9,0, 8.55021413038124E+0000,UHA-0526,7,7,3,-7.73458706832090E+0000, 0.00000000000000E+0000,,7,3,-8.48449734656264E+0000, 0.00000000000000E+0000,,
UHA-0458,9,UHA-0257,9,9,0, 7.51465869536328E+0000,UHA-0351,9,9,3,-5.38745729223869E+0000, 0.00000000000000E+0000,,9,3,-5.37743581073828E+0000, 0.00000000000000E+0000,,
UHA-0459,9,UHA-0257,9,9,0, 1.04571950457969E+0001,UHA-0351,9,9,2,-2.25488329787483E+0000, 0.00000000000000E+0000,,9,2,-7.35921800273605E-0001, 0.00000000000000E+0000,,
UHA-0460,9,UHA-0257,9,9,2,-4.08828514722987E+0000,UHA-0260,9,9,1, 3.50629837918792E+0000, 3.50629837918792E+0000,+,9,2, 1.02847104065841E+0001, 1.02847104065841E+0001,*,
