"","Starhill_Accession_number","Longitude","Latitude","Species_Name","Genus","Species","Subspecific","Parentage","Year_Died","New_Compartment","Old_Compartment","Lot","Year_Outplanted","red_oak_t","white_oak_t","intermediate_oaks_t","cerris_oaks_t","Section"
"625","2000-039",-89.80093684,39.93417696,"Quercus rubra","Quercus","rubra","""Yates Red""","","","B4","OB",3,"2000",TRUE,FALSE,FALSE,FALSE,"red_oak"
"626","2001-057",-89.79976187,39.93524347,"Quercus rubra","Quercus","rubra","""Yates Red""","","","D2","DD",3,"2001",TRUE,FALSE,FALSE,FALSE,"red_oak"
"627","2008-065",-89.8016,39.93288333,"Quercus serrata","Quercus","serrata","","","","B5","OOB",4,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"628","2008-066",-89.80156667,39.93291667,"Quercus serrata","Quercus","serrata","","","","B6","OOOB",5,"2008",FALSE,TRUE,FALSE,FALSE,"white_oak"
"629","2005-082",-89.80142,39.93367,"Quercus serrata","Quercus","serrata","","","","B5","OOB",3,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"630","1997-044",-89.80107003,39.93406749,"Quercus serrata","Quercus","serrata","","","","B4","OB",2,"1997",FALSE,TRUE,FALSE,FALSE,"white_oak"
"631","2016-109",89.801436,39.935728,"Quercus serrata","Quercus","serrata","","","","Oak Street","Oak Street",6,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"632","2006-070",-89.80233528,39.93314607,"Quercus shumardii","Quercus","shumardii","","","","A5","OOA",6,"2006",TRUE,FALSE,FALSE,FALSE,"red_oak"
"633","2017-029",-89.80231097,39.93228089,"Quercus shumardii","Quercus","shumardii","","","","A7","OOOOA",11,"2017",TRUE,FALSE,FALSE,FALSE,"red_oak"
"634","2005-083",-89.8022844,39.93346014,"Quercus shumardii","Quercus","shumardii","","","","A5","OOA",5,"2005",TRUE,FALSE,FALSE,FALSE,"red_oak"
"635","2012-018",-89.80223218,39.93267216,"Quercus shumardii","Quercus","shumardii","""Narrow Acorn""","","","A6","OOOA",10,"2012",TRUE,FALSE,FALSE,FALSE,"red_oak"
"636","1981-031",-89.80222221,39.93516301,"Quercus shumardii","Quercus","shumardii","","","","A2","AA",1,"1981",TRUE,FALSE,FALSE,FALSE,"red_oak"
"637","1981-032",-89.80221123,39.93522235,"Quercus shumardii","Quercus","shumardii","","","","A2","AA",2,"1981",TRUE,FALSE,FALSE,FALSE,"red_oak"
"638","2010-118",-89.80220544,39.93262673,"Quercus shumardii","Quercus","shumardii","","","","A6","OOOA",9,"2010",TRUE,FALSE,FALSE,FALSE,"red_oak"
"639","2009-190",-89.80191667,39.93288333,"Quercus shumardii","Quercus","shumardii","","","","A6","OOOA",7,"2009",TRUE,FALSE,FALSE,FALSE,"red_oak"
"640","1999-042",-89.80087381,39.93403078,"Quercus shumardii","Quercus","shumardii","","","","C4","OC",3,"1999",TRUE,FALSE,FALSE,FALSE,"red_oak"
"641","2003-055",-89.80032806,39.93497634,"Quercus shumardii","Quercus","shumardii","","","","C2","CC",4,"2003",TRUE,FALSE,FALSE,FALSE,"red_oak"
"642","2004-059",-89.80030803,39.93481306,"Quercus shumardii","Quercus","shumardii","","","","C3","C",4,"2004",TRUE,FALSE,FALSE,FALSE,"red_oak"
"643","2017-030",-89.80238188,39.93224812,"Quercus sinuata","Quercus","sinuata","","","","A7","OOOOA",4,"2017",FALSE,TRUE,FALSE,FALSE,"white_oak"
"644","2005-085",-89.80226864,39.93327431,"Quercus sinuata","Quercus","sinuata","sinuata","","","A5","OOA",3,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"645","2009-191",-89.8022,39.93276667,"Quercus sinuata","Quercus","sinuata","breviloba","","","A6","OOOA",2,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"646","2005-084",-89.8021948,39.93328311,"Quercus sinuata","Quercus","sinuata","sinuata","","","A5","OOA",2,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"647","2009-192",-89.80211667,39.93275,"Quercus sinuata","Quercus","sinuata","breviloba","","","A6","OOOA",3,"2009",FALSE,TRUE,FALSE,FALSE,"white_oak"
"648","2010-120",-89.8020109,39.93269806,"Quercus sinuata","Quercus","sinuata","","","","A6","OOOA",3,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"649","2010-119",-89.8019021,39.93278238,"Quercus sinuata","Quercus","sinuata","breviloba","","","A6","OOOA",4,"2010",FALSE,TRUE,FALSE,FALSE,"white_oak"
"650","2016-032",-89.80184636,39.93221216,"Quercus sinuata","Quercus","sinuata","breviloba","×?","","A7","OOOOA",5,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"651","2016-031",-89.80181434,39.93217905,"Quercus sinuata","Quercus","sinuata","breviloba","×?","","A7","OOOOA",5,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"652","2016-033",-89.80181174,39.9322135,"Quercus sinuata","Quercus","sinuata","breviloba","×?","","A7","OOOOA",5,"2016",FALSE,TRUE,FALSE,FALSE,"white_oak"
"653","2002-045",-89.80130179,39.93389692,"Quercus sinuata","Quercus","sinuata","breviloba","","","B4","OB",1,"2002",FALSE,TRUE,FALSE,FALSE,"white_oak"
"654","1994-066",-89.80228717,39.93532629,"Quercus stellata","Quercus","stellata","","","","A2","AA",3,"1994",FALSE,TRUE,FALSE,FALSE,"white_oak"
"655","2006-071",-89.80226604,39.93361915,"Quercus stellata","Quercus","stellata","","","","A5","OOA",3,"2006",FALSE,TRUE,FALSE,FALSE,"white_oak"
"656","1982-037",-89.80219035,39.93536728,"Quercus stellata","Quercus","stellata","","","","A2","AA",1,"1982",FALSE,TRUE,FALSE,FALSE,"white_oak"
"657","2015-034",-89.8019047,39.93213982,"Quercus stellata","Quercus","stellata","","","","A7","OOOOA",5,"2015",FALSE,TRUE,FALSE,FALSE,"white_oak"
"658","2014-078",-89.80182398,39.93250494,"Quercus stellata","Quercus","stellata","","","","A6","OOOA",2,"2014",FALSE,TRUE,FALSE,FALSE,"white_oak"
"659","2001-058",-89.80145191,39.93423823,"Quercus stellata","Quercus","stellata","","","","B4","OB",4,"2001",FALSE,TRUE,FALSE,FALSE,"white_oak"
"660","2003-056",-89.80032295,39.93508833,"Quercus stellata","Quercus","stellata","","","","C2","CC",3,"2003",FALSE,TRUE,FALSE,FALSE,"white_oak"
"661","1998-036",-89.80144,39.935704,"Quercus tristis ","Quercus","tristis","","","","Oak Street","Oak Street",1,"1998",FALSE,FALSE,FALSE,FALSE,NA
"662","2021-013",39.93497,-89.8003,"Quercus trojana","Quercus","stellata","""Logo""","","","","",NA,"2021",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"663","1996-042",-89.80144,39.935704,"Quercus trojana ","Quercus","trojana","","","","Oak Street","Oak Street",1,"1996",FALSE,FALSE,FALSE,FALSE,NA
"664","1999-045",-89.80144,39.935704,"Quercus trojana ","Quercus","trojana","","","","Oak Street","Oak Street",2,"1999",FALSE,FALSE,FALSE,FALSE,NA
"665","2017-031",-89.80134563,39.93203078,"Quercus trojana ","Quercus","trojana","","","","B7","OOOOB",3,"2017",FALSE,FALSE,FALSE,FALSE,NA
"666","2011-065",-89.80126516,39.93401377,"Quercus turbinella","Quercus","turbinella"," 'Wild Dog'","","","B4","OB",1,"2011",FALSE,TRUE,FALSE,FALSE,"white_oak"
"667","1995-034",-89.80219983,39.93501725,"Quercus variabilis","Quercus","variabilis","","","","A2","AA",1,"1995",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"668","2010-121",-89.8014333,39.93275061,"Quercus variabilis","Quercus","variabilis","","","","B6","OOOB",4,"2010",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"669","2020-025",39.93193363,-89.80154025,"Quercus variabilis","Quercus","variabilis","","","","","",5,"",FALSE,FALSE,FALSE,TRUE,"cerris_oak"
"670","1999-046",-89.80144,39.935704,"Quercus vaseyana","Quercus","vaseyana","","","","Oak Street","Oak Street",2,"1999",FALSE,TRUE,FALSE,FALSE,"white_oak"
"671","2005-087",-89.80073333,39.9352,"Quercus vaseyana","Quercus","vaseyana","","","","C2","CC",1,"2005",FALSE,TRUE,FALSE,FALSE,"white_oak"
"672","1900-047",-89.80222472,39.9350724,"Quercus velutina","Quercus","velutina","","","","A2","AA",2,"spontaneous",TRUE,FALSE,FALSE,FALSE,"red_oak"
"673","2012-069",-89.80216546,39.93233554,"Quercus velutina","Quercus","velutina"," 'Oakridge Walker'","","","A7","OOOOA",1,"2012",TRUE,FALSE,FALSE,FALSE,"red_oak"
"674","2009-195",-89.80213333,39.93275,"Quercus velutina","Quercus","velutina"," 'Oakridge Walker'","","","A6","OOOA",1,"2009",TRUE,FALSE,FALSE,FALSE,"red_oak"
"675","2015-036",-89.80195172,39.93230461,"Quercus velutina","Quercus","velutina","Oakridge Walker'","","","A7","OOOOA",1,"2015",TRUE,FALSE,FALSE,FALSE,"red_oak"
"676","1900-072",-89.80154,39.93494,"Quercus velutina","Quercus","velutina","","","","B2","BB",1,"spontaneous",TRUE,FALSE,FALSE,FALSE,"red_oak"
"677","2005-088",-89.80177511,39.93330415,"Quercus virgiliana","Quercus","virgiliana","","","","A5","OOA",2,"2005",FALSE,FALSE,FALSE,FALSE,NA
"678","2007-043",-89.80176933,39.93326275,"Quercus virgiliana","Quercus","virgiliana","","","","A5","OOA",2,"2007",FALSE,FALSE,FALSE,FALSE,NA
"679","2003-058",-89.80144763,39.93346131,"Quercus virgiliana","Quercus","virgiliana","","","","B5","OOB",1,"2003",FALSE,FALSE,FALSE,FALSE,NA
"680","2012-046",-89.80131319,39.93249337,"Quercus virgiliana","Quercus","virgiliana","","","","B6","OOOB",3,"2012",FALSE,FALSE,FALSE,FALSE,NA
"681","2004-062",-89.80144,39.935704,"Quercus virginiana","Quercus","virginiana","","","","Oak Street","Oak Street",3,"2004",FALSE,TRUE,FALSE,FALSE,"white_oak"
"682","2015-037",-89.80133255,39.93214904,"Quercus vulcanica","Quercus","vulcanica","Kasnak'","","","B7","OOOOB",1,"2015",FALSE,FALSE,FALSE,FALSE,NA
"683","2020-026",39.93195667,-89.80155353,"Quercus wutaishanica","Quercus","wutaishanica","","","","","",4,"",FALSE,TRUE,FALSE,FALSE,"white_oak"
"684","2019-069",-89.80144,39.9357,"Quercus yiwuensis","Quercus","yiwuensis","","","","Oak Street","Oak Street",1,"2019",FALSE,FALSE,FALSE,FALSE,NA
"685","1999-056",-89.80144,39.935704,"Quercus yunnanensis","Quercus","yunnanensis","","","","Oak Street","Oak Street",2,"1999",FALSE,FALSE,FALSE,FALSE,NA
