Tissue ID,Accession_Number,PO,Species,Date of Collection,Longitude,Latitude,DBH_avg,DBH1,DBH2,DBH3,DBH4,Notes
UHA-0246,582-2004*3,P,Quercus macrocarpa,5/31/23,-88.070591,41.815934,29.6,29.6,0,0,0,
UHA-0247,582-2004*4,P,Quercus macrocarpa,5/31/23,-88.070395,41.815801,29.8,29.8,0,0,0,
UHA-0248,539-96*8,P,Quercus michauxii,6/7/23,-88.063309,41.814221,0,0,0,0,0,Stump of tree found July 2024
UHA-0249,539-96*9,P,Quercus michauxii,6/7/23,-88.063408,41.814304,31.4,31.4,0,0,0,
UHA-0250,333-94*8,P,Quercus mongolica,NA,NA,NA,0,0,0,0,0,Not found
UHA-0251,333-94*9,P,Quercus mongolica,06/01/23,-88.068722,41.813274,15.73333333,18.2,12.4,16.6,0,"Three main trunks, diameter of the base: 30.5"
UHA-0252,343-94*6,P,Quercus mongolica,06/01/23,-88.068983,41.813863,24.8,24.8,0,0,0,
UHA-0253,852-2005*2,P,Quercus mongolica,NA,NA,NA,0,0,0,0,0,Not found Summer 2023
UHA-0254,207-40*1,P,Quercus montana,5/31/23,-88.069208,41.816087,43.4,43.4,0,0,0,
UHA-0255,207-40*5,P,Quercus montana,06/08/23,-88.067914,41.816271,49.1,49.1,0,0,0,
UHA-0256,474-2001*1,P,Quercus muehlenbergii,06/01/23,-88.065297,41.814547,29.5,29.5,0,0,0,
UHA-0257,549-82*4,P,Quercus muehlenbergii,06/01/23,-88.06577,41.814038,68.2,68.2,0,0,0,
UHA-0258,549-82*6,P,Quercus muehlenbergii,06/01/23,-88.06581,41.814109,39.2,39.2,0,0,0,
UHA-0259,550-82*6,P,Quercus muehlenbergii,5/31/23,-88.066622,41.817259,54.5,54.5,0,0,0,
UHA-0260,570-78*1,P,Quercus muehlenbergii,06/01/23,-88.066314,41.813805,66.6,66.6,0,0,0,
UHA-0261,570-78*3,P,Quercus muehlenbergii,06/01/23,-88.066218,41.813887,50.6,50.6,0,0,0,
UHA-0262,704-46*10,P,Quercus muehlenbergii,06/01/23,-88.064,41.811708,58.5,58.5,0,0,0,
UHA-0263,704-46*11,P,Quercus muehlenbergii,06/01/23,-88.063389,41.811663,61.1,61.1,0,0,0,
UHA-0264,704-46*15,P,Quercus muehlenbergii,06/01/23,-88.063301,41.811734,46.9,46.9,0,0,0,
UHA-0265,704-46*16,P,Quercus muehlenbergii,06/01/23,-88.063121,41.811813,52.5,52.5,0,0,0,
UHA-0266,704-46*17,P,Quercus muehlenbergii,06/01/23,-88.063221,41.811843,34.65,74.5,32.2,15.1,16.8,Four main trunks
UHA-0267,704-46*9,P,Quercus muehlenbergii,5/31/23,-88.068212,41.816799,70.1,70.1,0,0,0,"Old Bad coords: (41.813953, -88.066639)"
UHA-0268,120-2001*2,P,Quercus prinoides,9/1/23,-88.063133,41.813314,8.433333333,13.2,5.3,6.8,0,"One main trunk, two larger branches. Dwarf tree"
UHA-0269,120-2001*3,P,Quercus prinoides,9/1/23,-88.063184,41.813308,12.25,16.4,8.1,0,0,"One main trunk, one larger branch. Dwarf tree"
UHA-0270,365-2007*1,P,Quercus prinoides,9/1/23,-88.062577,41.814501,5.7,5.7,0,0,0,"Dwarf, measured 6 in from ground"
UHA-0271,365-2007*5,P,Quercus prinoides,9/1/23,-88.062582,41.814539,5.7,5.7,0,0,0,"Dwarf, measured 6 in from ground"
UHA-0272,365-2007*6,P,Quercus prinoides,9/1/23,-88.062539,41.814551,4.5,4.5,3.1,0,0,"Dwarf, measured 6 in from ground"
UHA-0273,563-32*1,P,Quercus robur,5/31/23,-88.068934,41.816519,49.925,78.05,21.8,0,0,"Big branch right at the level of the DBH, averaged the measurements above (76.3) and below (79.8) breast hieght"
UHA-0274,28-93*1,P,Quercus stellata,NA,NA,NA,0,0,0,0,0,Not found 2023
UHA-0275,65-2008*2,P,Quercus stellata,NA,NA,NA,0,0,0,0,0,Not found 2023
UHA-0276,479-2001*1,P,Quercus stellata,9/1/23,-88.062894,41.815127,26.1,26.1,0,0,0,
UHA-0277,479-2001*2,P,Quercus stellata,9/1/23,-88.062878,41.815243,22.2,22.2,0,0,0,
UHA-0278,479-2001*3,P,Quercus stellata,9/1/23,-88.062778,41.815141,15.65,23,8.3,0,0,
UHA-0279,NA,P,Quercus alba,5/31/23,-88.06474148,41.81779825,0,0,0,0,0,Not found July 2024
UHA-0280,NA,P,Quercus macrocarpa,5/31/23,-88.06499704,41.81788699,0,0,0,0,0,Not found July 2024
UHA-0281,NA,P,Quercus macrocarpa,5/31/23,-88.0649961,41.8175442,89.1,89.1,0,0,0,"Old coordinates: (41.8173828,-88.0649243)"
UHA-0282,NA,P,Quercus macrocarpa,5/31/23,-88.0650209,41.8177066,90.4,90.4,0,0,0,
UHA-0283,NA,P,Quercus macrocarpa,5/31/23,-88.0654367,41.81729735,0,0,0,0,0,"Two trees here, will be one of UHA-0494 or UHA-0495"
UHA-0284,NA,P,Quercus macrocarpa,5/31/23,-88.06558142,41.81742825,102,102,0,0,0,
UHA-0285,NA,P,Quercus macrocarpa,5/31/23,-88.06560829,41.81749585,69.9,69.9,0,0,0,
UHA-0286,NA,P,Quercus macrocarpa,5/31/23,-88.06581009,41.81762027,0,0,0,0,0,"Three trees in this cluster, only took one (UHA-0287) and resampled the leaves"
UHA-0287,NA,P,Quercus macrocarpa,5/31/23,-88.06579826,41.81764784,64.8,64.8,0,0,0,
UHA-0288,NA,P,Quercus macrocarpa,5/31/23,-88.06577984,41.81780834,76.4,76.4,0,0,0,
UHA-0289,NA,P,Quercus macrocarpa,5/31/23,-88.0656644,41.81788654,0,0,0,0,0,Can't find these
UHA-0290,NA,P,Quercus macrocarpa,5/31/23,-88.06549382,41.81793322,0,0,0,0,0,Can't find these
UHA-0291,NA,P,Quercus macrocarpa,5/31/23,-88.06555743,41.81785163,0,0,0,0,0,Can't find these
UHA-0292,NA,P,Quercus muehlenbergii,7/12/24,-88.0642045,41.813201,89.3,89.3,0,0,0,Originally too tall to sample
UHA-0293,NA,P,Quercus muehlenbergii,7/12/24,-88.0641549,41.8132325,74.6,74.6,0,0,0,Originally too tall to sample
UHA-0294,NA,P,Quercus macrocarpa,06/01/23,-88.06416,41.813413,0,0,0,0,0,"Three trees here, along with UHA-0292 and UHA-0293. Assigned new UHA-0504"
UHA-0295,NA,P,Quercus macrocarpa,06/01/23,-88.06459,41.81353,74,74,0,0,0,
UHA-0296,NA,P,Quercus macrocarpa,Could not reach,,,0,0,0,0,0,Couldn't find these trees at the coords 2023/2024
UHA-0297,NA,P,Quercus macrocarpa,Could not reach,,,0,0,0,0,0,Couldn't find these trees at the coords 2023/2024
UHA-0298,549-82*5-0009,O,Quercus muehlenbergii,NA,NA,NA,0,0,0,0,0,
UHA-0299,NA,P,Quercus macrocarpa,06/07/23,-88.064494,41.813903,73.5,73.5,0,0,0,
UHA-0300,NA,P,Quercus alba,06/07/23,-88.0643,41.813909,71.3,71.3,0,0,0,
UHA-0301,NA,P,Quercus macrocarpa,06/07/23,-88.06422,41.813675,61.43333333,71.3,54.3,58.7,0,Three main trunks
UHA-0302,NA,P,Quercus macrocarpa,06/07/23,-88.0638575,41.8136948,80.4,80.4,0,0,0,"Old coords: (41.81362,-88.0638)"
UHA-0303,NA,P,Quercus macrocarpa,06/07/23,-88.0638,41.813691,112.4,112.4,0,0,0,
UHA-0304,NA,P,Quercus macrocarpa,06/07/23,-88.06386,41.813757,0,0,0,0,0,Not found July 2024
UHA-0305,NA,P,Quercus macrocarpa,06/07/23,-88.06401,41.813752,65.7,65.7,0,0,0,
UHA-0306,NA,P,Quercus macrocarpa,06/07/23,-88.06395,41.813922,83.5,83.5,0,0,0,
UHA-0307,NA,P,Quercus macrocarpa,06/07/23,-88.06395,41.813945,58,58,0,0,0,
UHA-0308,NA,P,Quercus macrocarpa,06/07/23,-88.06395,41.813866,33.6,33.6,0,0,0,
UHA-0309,NA,P,Quercus macrocarpa,06/07/23,-88.06402,41.813894,54.8,54.8,0,0,0,
UHA-0310,NA,P,Quercus macrocarpa,06/07/23,-88.06379,41.814067,0,0,0,0,0,"Two trees at this spot, assigned new UHA's (UHA-0505 and UHA-0506)"
UHA-0311,NA,P,Quercus alba,06/07/23,-88.0637934,41.8139644,51.6,51.6,0,0,0,"Old coords: (41.813932,-88.06376)"
UHA-0312,NA,P,Quercus macrocarpa,06/07/23,-88.0637,41.813737,82.1,82.1,0,0,0,
UHA-0313,NA,P,Quercus macrocarpa,06/07/23,-88.06341939,41.8136972,64.95,73.2,56.7,0,0,
UHA-0314,NA,P,Quercus alba,06/07/23,-88.06374,41.813847,96.4,96.4,0,0,0,
UHA-0315,NA,P,Quercus macrocarpa,06/07/23,-88.0636,41.813918,124,124,0,0,0,
UHA-0316,NA,P,Quercus macrocarpa,06/07/23,-88.06376,41.814118,0,0,0,0,0,"Can't find 2024, new UHA-0505/0506"
UHA-0317,NA,P,Quercus macrocarpa,06/07/23,-88.06372,41.814205,79.9,79.9,0,0,0,
UHA-0318,NA,P,Quercus macrocarpa,06/07/23,-88.0646245,41.8141471,108.5,108.5,0,0,0,"Old coords: (41.814211,-88.06364)"
UHA-0319,NA,P,Quercus alba,06/07/23,-88.06345,41.814117,55.3,55.3,0,0,0,
UHA-0320,NA,P,Quercus alba,06/07/23,-88.06344,41.814103,70,70,0,0,0,
UHA-0321,NA,P,Quercus macrocarpa,06/07/23,-88.06338,41.814086,101.2,101.2,0,0,0,
UHA-0322,NA,P,Quercus macrocarpa,06/07/23,-88.06337,41.81395,108.1,108.1,0,0,0,
UHA-0323,NA,P,Quercus alba,06/07/23,-88.06326915,41.813979,49.4,52.6,46.2,0,0,
UHA-0324,NA,P,Quercus alba,06/07/23,-88.06324,41.813891,0,0,0,0,0,"6 trees here where there are 4 on the map, took new UHA's (UHA-0498 - 0503)"
UHA-0325,NA,P,Quercus alba,06/07/23,-88.06322,41.813828,0,0,0,0,0,"6 trees here where there are 4 on the map, took new UHA's (UHA-0498 - 0503)"
UHA-0326,NA,P,Quercus alba,06/07/23,-88.06325,41.813788,0,0,0,0,0,"6 trees here where there are 4 on the map, took new UHA's (UHA-0498 - 0503)"
UHA-0327,NA,P,Quercus alba,06/07/23,-88.06331,41.813775,0,0,0,0,0,"6 trees here where there are 4 on the map, took new UHA's (UHA-0498 - 0503)"
UHA-0328,NA,P,Quercus macrocarpa,06/07/23,-88.06316,41.813579,69.7,77.3,62.1,0,0,
UHA-0329,NA,P,Quercus alba,06/07/23,-88.063,41.813551,43.15,45.7,40.6,0,0,
UHA-0330,NA,P,Quercus macrocarpa,06/07/23,-88.063,41.813547,63.8,63.8,0,0,0,
UHA-0331,NA,P,Quercus alba,06/07/23,-88.06296,41.813562,55,55,0,0,0,
UHA-0332,NA,P,Quercus macrocarpa,06/07/23,-88.063,41.813641,66.7,66.7,0,0,0,
UHA-0333,NA,P,Quercus alba,06/07/23,-88.06308,41.813999,99.3,99.3,0,0,0,
UHA-0334,NA,P,Quercus macrocarpa,06/07/23,-88.06283,41.81392,93.9,93.9,0,0,0,
UHA-0335,NA,P,Quercus macrocarpa,06/07/23,-88.06291,41.813803,117.4,117.4,0,0,0,
UHA-0336,NA,P,Quercus macrocarpa,06/08/23,-88.06598,41.816622,25.7,25.7,0,0,0,
UHA-0337,NA,P,Quercus macrocarpa,06/08/23,-88.06571,41.816617,89.6,89.6,0,0,0,
UHA-0338,NA,P,Quercus alba,06/08/23,-88.06609,41.817023,87.8,87.8,0,0,0,"2 more trees here in a cluster, had to re-sample from UHA-0338 to include the two other trees."
UHA-0339,NA,P,Quercus alba,06/08/23,-88.06616,41.817179,91.9,91.9,0,0,0,
UHA-0340,NA,P,Quercus macrocarpa,06/08/23,-88.06613,41.817527,91.5,91.5,0,0,0,
UHA-0341,NA,P,Quercus macrocarpa,06/08/23,-88.06573,41.817747,71.7,71.7,0,0,0,
UHA-0342,NA,P,Quercus alba,06/08/23,-88.06579,41.817635,0,0,0,0,0,"Bad coordinates and took new leaves, new UHA-0496"
UHA-0343,NA,P,Quercus alba,06/08/23,-88.06582,41.817477,85.6,85.6,0,0,0,
UHA-0344,NA,P,Quercus macrocarpa,09/14/23,-88.05994208,41.81375691,76.8,76.8,0,0,0,
UHA-0345,NA,P,Quercus macrocarpa,06/08/23,-88.06521,41.8166,76.6,76.6,0,0,0,
UHA-0346,NA,P,Quercus macrocarpa,06/08/23,-88.06532,41.816887,75.8,75.8,0,0,0,
UHA-0347,NA,P,Quercus macrocarpa,06/08/23,-88.06525,41.817111,0,0,0,0,0,"Cluster of more trees, took new leaves for UHA-0483 and UHA-0484. Probably having an error because UHA-0348 had incorrect lat/long so one of these newly assigned UHA individuals should match that."
UHA-0349,NA,P,Quercus macrocarpa,06/08/23,-88.06503,41.817183,71.4,71.4,0,0,0,
UHA-0350,NA,P,Quercus alba,06/08/23,-88.06501,41.816957,81.1,81.1,0,0,0,
UHA-0351,549-82*5,P,Quercus muehlenbergii,05/06/24,-88.065622,41.814004,49.1,49.1,0,0,0,
UHA-0352,NA,P,Quercus alba,06/08/23,-88.0647,41.816869,58.3,58.3,0,0,0,"Two others near this one, come back to it"
UHA-0353,NA,P,Quercus macrocarpa,06/08/23,-88.06464,41.816713,86.5,86.5,0,0,0,
UHA-0354,NA,P,Quercus macrocarpa,06/08/23,-88.06459,41.816609,75.8,75.8,0,0,0,
UHA-0355,NA,P,Quercus macrocarpa,06/08/23,-88.06451,41.81648,83.9,83.9,0,0,0,
UHA-0356,NA,P,Quercus macrocarpa,06/08/23,-88.06439,41.816623,0,0,0,0,0,"new UHA assigned, UHA-0512"
UHA-0357,NA,P,Quercus macrocarpa,06/08/23,-88.06454,41.816754,56.2,56.2,0,0,0,
UHA-0358,NA,P,Quercus macrocarpa,06/08/23,-88.06445,41.816729,21.3,21.3,0,0,0,
UHA-0359,NA,P,Quercus macrocarpa,06/08/23,-88.06443,41.816754,52,52,0,0,0,
UHA-0360,NA,P,Quercus macrocarpa,06/08/23,-88.0644,41.816808,0,0,0,0,0,"New UHA's assigned, three trees in the area: UHA-0509, UHA-0510, UHA-0511"
UHA-0361,NA,P,Quercus alba,06/08/23,-88.0643,41.816827,74.3,74.3,0,0,0,"Better coordinates: (41.8168108, -88.0642447)"
UHA-0362,NA,P,Quercus macrocarpa,06/08/23,-88.06424,41.81692,66.2,66.2,0,0,0,
UHA-0363,NA,P,Quercus macrocarpa,06/08/23,-88.06436,41.816998,78.9,78.9,0,0,0,
UHA-0364,NA,P,Quercus alba,06/08/23,,,0,0,0,0,0,"Not found, original coords: (41.817207, -88.06442)"
UHA-0365,NA,P,Quercus macrocarpa,06/08/23,-88.06457,41.817268,72.2,72.2,0,0,0,
UHA-0366,NA,P,Quercus macrocarpa,06/08/23,-88.06451,41.817313,39.7,39.7,0,0,0,
UHA-0367,NA,P,Quercus alba,06/08/23,-88.064561,41.817726,82.7,82.7,0,0,0,
UHA-0368,NA,P,Quercus alba,06/08/23,-88.06448,41.817737,52.3,52.3,0,0,0,
UHA-0369,NA,P,Quercus alba,06/08/23,-88.06423,41.817718,0,0,0,0,0,Not found (7/9/24 ME)
UHA-0370,NA,P,Quercus alba,06/12/23,-88.0642,41.817939,79.1,79.1,0,0,0,
UHA-0371,NA,P,Quercus alba,06/12/23,-88.06406,41.817675,64.2,64.2,0,0,0,
UHA-0372,NA,P,Quercus macrocarpa,06/12/23,-88.06411,41.817596,21.8,21.8,0,0,0,
UHA-0373,NA,P,Quercus macrocarpa,06/12/23,-88.06411,41.817565,16.4,16.4,0,0,0,
UHA-0374,NA,P,Quercus macrocarpa,06/12/23,-88.06409,41.817508,0,0,0,0,0,"Possibly two different trees, new UHA's assigned UHA-0480 and UHA-0481"
UHA-0375,NA,P,Quercus macrocarpa,06/12/23,-88.06399,41.81746,17.7,17.7,0,0,0,
UHA-0376,NA,P,Quercus macrocarpa,06/12/23,-88.06393,41.817468,31,31,0,0,0,
UHA-0377,NA,P,Quercus alba,06/12/23,-88.06384,41.817421,0,0,0,0,0,"Possibly two different trees, new UHA's assigned (UHA-0480 and UHA-0481)"
UHA-0378,NA,P,Quercus alba,06/12/23,-88.06389,41.817349,86.3,86.3,0,0,0,
UHA-0379,NA,P,Quercus alba,06/12/23,-88.06374,41.817496,0,0,0,0,0,"Three trees where there should have been two, assigned new UHA"
UHA-0380,NA,P,Quercus alba,06/12/23,-88.06365,41.81752,28.9,28.9,0,0,0,
UHA-0381,NA,P,Quercus alba,06/12/23,-88.06365,41.817544,30.1,30.1,0,0,0,
UHA-0382,NA,P,Quercus alba,06/12/23,-88.06371,41.817476,0,0,0,0,0,"Three trees where there should have been two, assigned new UHA (UHA-0477, UHA-0478, UHA-0479)"
UHA-0383,NA,P,Quercus alba,06/12/23,-88.06361,41.817641,52.1,52.1,0,0,0,
UHA-0384,NA,P,Quercus alba,06/12/23,-88.06366,41.81772,67.7,67.7,0,0,0,
UHA-0385,NA,P,Quercus alba,06/12/23,-88.06371,41.817699,43.4,43.4,0,0,0,
UHA-0386,NA,P,Quercus alba,06/12/23,-88.06349,41.817588,0,0,0,0,0,Not found June 2024
UHA-0387,NA,P,Quercus alba,06/12/23,-88.0636,41.817741,74.5,74.5,0,0,0,"Another tree next to this one, probably outside sample range"
UHA-0388,NA,P,Quercus alba,06/12/23,-88.06357,41.817834,61.1,61.1,0,0,0,
UHA-0389,NA,P,Quercus alba,06/12/23,-88.06376,41.817836,50.2,50.2,0,0,0,
UHA-0390,NA,P,Quercus alba,06/12/23,-88.06376,41.817961,57.1,57.1,0,0,0,
UHA-0391,NA,P,Quercus alba,06/12/23,-88.06385,41.817913,52.4,52.4,0,0,0,
UHA-0392,NA,P,Quercus alba,06/12/23,-88.06367,41.817336,76.1,76.1,0,0,0,
UHA-0393,NA,P,Quercus alba,06/12/23,-88.06375,41.817302,71.5,71.5,0,0,0,
UHA-0394,NA,P,Quercus alba,06/12/23,-88.06338,41.817052,0,0,0,0,0,"Took new UHA's, no trees at this lat/long with this organization (UHA-0516)"
UHA-0395,NA,P,Quercus macrocarpa,06/12/23,-88.06334,41.817027,0,0,0,0,0,"Took new UHA's, no trees at this lat/long with this organization (UHA-0516)"
UHA-0396,NA,P,Quercus macrocarpa,06/12/23,-88.06334,41.816967,0,0,0,0,0,"Took new UHA's, no trees at this lat/long with this organization (UHA-0516)"
UHA-0397,NA,P,Quercus macrocarpa,06/12/23,-88.0633,41.817031,0,0,0,0,0,"Took new UHA's, no trees at this lat/long with this organization (UHA-0516)"
UHA-0398,NA,P,Quercus macrocarpa,06/12/23,-88.06335,41.816836,65.3,65.3,0,0,0,
UHA-0399,NA,P,Quercus macrocarpa,06/12/23,-88.0661538,41.8171599,92.9,92.9,0,0,0,"Old coords: (41.817021,-88.066352)"
UHA-0400,NA,P,Quercus macrocarpa,06/12/23,-88.06377,41.816928,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0401,NA,P,Quercus macrocarpa,06/12/23,-88.0638,41.816811,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0402,NA,P,Quercus macrocarpa,06/12/23,-88.06373,41.816748,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0403,NA,P,Quercus macrocarpa,06/12/23,-88.06379,41.816833,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0404,NA,P,Quercus alba,06/12/23,-88.06376,41.816613,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0405,NA,P,Quercus macrocarpa,06/12/23,-88.06396,41.816576,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0406,NA,P,Quercus macrocarpa,06/12/23,-88.06401,41.81665,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0407,NA,P,Quercus macrocarpa,06/12/23,-88.06393,41.816695,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0408,NA,P,Quercus alba,06/12/23,-88.06401,41.81665,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0409,NA,P,Quercus macrocarpa,06/12/23,-88.06397,41.816704,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0410,NA,P,Quercus alba,06/12/23,-88.06401,41.816732,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0411,NA,P,Quercus macrocarpa,06/12/23,-88.06388,41.816703,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0412,NA,P,Quercus alba,06/12/23,-88.06394,41.816725,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0413,NA,P,Quercus macrocarpa,06/12/23,-88.06397,41.816803,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0414,NA,P,Quercus alba,06/12/23,-88.06388,41.816895,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0415,NA,P,Quercus alba,06/12/23,-88.06384,41.81706,0,0,0,0,0,"Assigned new UHA, no matching trees"
UHA-0416,NA,P,Quercus alba,06/12/23,-88.06396,41.817027,0,0,0,0,0,new UHA-0513
UHA-0417,NA,P,Quercus alba,06/12/23,-88.0639,41.817109,61.1,62.1,60.1,0,0,
UHA-0418,NA,P,Quercus alba,06/12/23,-88.06396,41.817178,67.9,67.9,0,0,0,
UHA-0419,NA,P,Quercus alba,06/12/23,-88.06419,41.816857,59.6,59.6,0,0,0,
UHA-0420,NA,P,Quercus macrocarpa,06/12/23,-88.06417,41.816727,58.5,58.5,0,0,0,
UHA-0421,NA,P,Quercus macrocarpa,06/12/23,-88.06417,41.816624,50.5,50.5,0,0,0,
UHA-0422,NA,P,Quercus alba,06/12/23,-88.06418,41.816514,99.1,99.1,0,0,0,
UHA-0423,NA,P,Quercus alba,06/12/23,-88.06416,41.816475,55.4,55.4,0,0,0,
UHA-0424,NA,P,Quercus macrocarpa,06/12/23,-88.06434,41.816443,61.9,61.9,0,0,0,
UHA-0425,NA,P,Quercus macrocarpa,06/12/23,-88.06443,41.816484,81.4,81.4,0,0,0,
UHA-0426,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0427,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0428,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0429,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0430,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0431,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0432,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0433,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0434,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0435,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0436,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0437,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0438,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0439,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0440,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0441,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0442,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0443,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0444,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0445,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0446,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0447,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0448,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0449,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0450,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0451,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0452,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0453,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0454,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0455,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0456,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0457,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0458,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0459,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0460,NA,O,Quercus muehlenbergii ,06/23/23,,,0,0,0,0,0,
UHA-0461,NA,P,Quercus alba,2023-09-14,-88.06055052,41.81410261,66.7,66.7,0,0,0,
UHA-0462,NA,P,Quercus alba,2023-09-14,-88.06054422,41.8139892,80.5,80.5,0,0,0,
UHA-0463,NA,P,Quercus macrocarpa,2023-09-14,-88.06052961,41.81389979,34.4,34.4,0,0,0,
UHA-0464,NA,P,Quercus macrocarpa,2023-09-14,-88.06047029,41.81373604,96.5,96.5,0,0,0,
UHA-0465,NA,P,Quercus macrocarpa,2023-09-14,-88.06058162,41.81371187,31.5,31.5,0,0,0,
UHA-0466,NA,P,Quercus macrocarpa,2023-09-14,-88.06059105,41.813456,61.4,61.4,0,0,0,
UHA-0467,NA,P,Quercus macrocarpa,2023-09-14,-88.06057382,41.81325802,119.9,119.9,0,0,0,
UHA-0468,NA,P,Quercus macrocarpa,2023-09-14,-88.06048119,41.8131454,65.2,65.2,0,0,0,
UHA-0469,NA,P,Quercus macrocarpa,2023-09-14,-88.06041357,41.81338574,79.2,79.2,0,0,0,
UHA-0470,NA,P,Quercus macrocarpa,2023-09-14,-88.0603423,41.8134267,72.2,72.2,0,0,0,
UHA-0471,NA,P,Quercus macrocarpa,2023-09-14,-88.06024449,41.81361455,74.6,74.6,0,0,0,
UHA-0472,NA,P,Quercus macrocarpa,2023-09-14,-88.0602524,41.8132696,65.4,65.4,0,0,0,
UHA-0473,NA,P,Quercus macrocarpa,2023-09-14,-88.06022775,41.8132837,76.4,76.4,0,0,0,
UHA-0474,NA,P,Quercus macrocarpa,2023-09-14,-88.06001685,41.81384106,41.1,41.1,0,0,0,
UHA-0475,NA,P,Quercus macrocarpa,2023-09-14,-88.05988183,41.81384017,91.9,91.9,0,0,0,
UHA-0476,122-88*1,P,Quercus muehlenbergii,2024-07-09,-88.0714096,41.8145509,52.95,68.7,37.2,0,0,
UHA-0477,NA,P,Quercus alba,2024-07-09,-88.0636392,41.8174632,26.2,26.2,0,0,0,"Correct from ID, Quercus bicolor"
UHA-0478,NA,P,Quercus alba,2024-07-09,-88.0636744,41.8174734,32.9,32.9,0,0,0,
UHA-0479,NA,P,Quercus alba,2024-07-09,-88.0636972,41.8174385,37.3,37.3,0,0,0,
UHA-0480,NA,P,Quercus alba,2024-07-09,-88.0638149,41.817445,43.2,43.2,0,0,0,
UHA-0481,NA,P,Quercus macrocarpa,2024-07-09,-88.0638411,41.817393,42.5,42.5,0,0,0,Corrected ID Quercus muehlenbergii
UHA-0482,NA,P,Quercus alba,2024-07-09,-88.0647885,41.8171279,68.4,68.4,0,0,0,Corrected ID Quercus muehlenbergii
UHA-0483,NA,P,Quercus alba,2024-07-09,-88.0651178,41.8170839,83.6,83.6,0,0,0,Corrected ID Quercus muehlenbergii
