Ind1,Ind2,dist,relate_coef
UHA-0234,UHA-0413,0.224325,-0.198539
UHA-0234,UHA-0414,0.232737,0.046534
UHA-0234,UHA-0415,0.250197,-0.21969
UHA-0234,UHA-0416,0.248443,-0.024819
UHA-0234,UHA-0417,0.256425,-0.25996
UHA-0234,UHA-0418,0.264893,-0.267343
UHA-0234,UHA-0419,0.234976,-0.08275
UHA-0234,UHA-0420,0.220706,0.065669
UHA-0234,UHA-0421,0.209854,0.206042
UHA-0234,UHA-0422,0.198627,0.164438
UHA-0234,UHA-0423,0.193985,-0.04248
UHA-0234,UHA-0424,0.196468,0.066977
UHA-0234,UHA-0425,0.203805,-0.061886
UHA-0234,UHA-0461,0.245326,0.02533
UHA-0234,UHA-0462,0.250312,0.098845
UHA-0234,UHA-0463,0.255344,-0.175783
UHA-0234,UHA-0464,0.267696,-0.134613
UHA-0234,UHA-0465,0.260811,0.031391
UHA-0234,UHA-0466,0.274992,0.333597
UHA-0234,UHA-0467,0.289029,-0.003916
UHA-0234,UHA-0468,0.302795,-0.014798
UHA-0234,UHA-0469,0.29156,-0.164326
UHA-0234,UHA-0470,0.294026,0.059828
UHA-0234,UHA-0471,0.290542,-0.064755
UHA-0234,UHA-0472,0.309852,-0.225253
UHA-0234,UHA-0473,0.310668,-0.082974
UHA-0234,UHA-0474,0.297006,0.01357
UHA-0234,UHA-0475,0.307445,-0.114329
UHA-0234,UHA-0476,0.669539,-0.040233
UHA-0234,UHA-0477,0.292628,-0.178532
UHA-0234,UHA-0478,0.294018,-0.221398
UHA-0234,UHA-0479,0.290342,-0.193915
UHA-0234,UHA-0480,0.292214,-0.201298
UHA-0234,UHA-0481,0.286792,-0.119908
UHA-0234,UHA-0482,0.281201,-0.075933
UHA-0234,UHA-0483,0.289666,0.165664
UHA-0234,UHA-0485,0.32235,-0.26994
UHA-0234,UHA-0486,0.317131,0.080542
UHA-0234,UHA-0487,0.331558,-0.25996
UHA-0234,UHA-0488,0.328917,0.130013
UHA-0234,UHA-0490,0.324512,-0.273337
UHA-0234,UHA-0491,0.320762,-0.300821
UHA-0234,UHA-0492,0.248118,-0.063707
UHA-0234,UHA-0493,0.265015,-0.26994
UHA-0234,UHA-0494,0.324388,-0.26994
UHA-0234,UHA-0495,0.317111,0.080542
UHA-0234,UHA-0496,0.359795,-0.167008
UHA-0234,UHA-0497,0.372707,-0.287444
UHA-0234,UHA-0499,0.111356,-0.175783
UHA-0234,UHA-0500,0.116221,-0.046203
UHA-0234,UHA-0501,0.115439,-0.15816
UHA-0234,UHA-0502,0.115822,0.10611
UHA-0234,UHA-0503,0.122485,-0.024428
UHA-0234,UHA-0504,0.18531,-0.163076
UHA-0234,UHA-0505,0.0963846,-0.135533
UHA-0234,UHA-0506,0.095809,-0.22967
UHA-0234,UHA-0507,0.0975847,-0.242456
UHA-0234,UHA-0508,0.232375,-0.0238
UHA-0234,UHA-0509,0.233646,-0.071202
UHA-0234,UHA-0510,0.233958,0.000255
UHA-0234,UHA-0511,0.227678,-0.081348
UHA-0234,UHA-0512,0.209918,-0.183612
UHA-0234,UHA-0513,0.238843,-0.247141
UHA-0234,UHA-0514,0.244692,-0.095204
UHA-0234,UHA-0515,0.243366,-0.233067
UHA-0234,UHA-0516,0.240972,0.120258
UHA-0234,UHA-0517,0.235451,0.289984
UHA-0234,UHA-0518,0.239456,0.001987
UHA-0234,UHA-0519,0.188707,-0.26994
UHA-0234,UHA-0520,0.204578,-0.074548
UHA-0234,UHA-0521,0.212725,-0.111132
UHA-0234,UHA-0522,0.212538,-0.162818
UHA-0234,UHA-0523,0.216023,-0.169268
UHA-0234,UHA-0524,0.223596,0.166062
UHA-0234,UHA-0525,0.229814,0.003633
UHA-0234,UHA-0526,0.226437,-0.009725
UHA-0234,UHA-0527,0.662171,0.077006
UHA-0234,UHA-0528,0.663698,0.077006
UHA-0235,UHA-0236,0.0123606,0.097597
UHA-0235,UHA-0237,0.172067,-0.092198
UHA-0235,UHA-0238,0.393855,-0.072658
UHA-0235,UHA-0239,0.25598,-0.052213
UHA-0235,UHA-0240,0.28112,-0.164019
UHA-0235,UHA-0241,0.578975,0.003844
UHA-0235,UHA-0242,0.195196,0.052412
UHA-0235,UHA-0243,0.189156,-0.046165
UHA-0235,UHA-0244,0.184408,0.019698
UHA-0235,UHA-0245,0.590814,-0.131439
UHA-0235,UHA-0246,0.601441,0.053628
UHA-0235,UHA-0247,0.582778,-0.10916
UHA-0235,UHA-0248,0.0764235,-0.196633
UHA-0235,UHA-0249,0.0662367,-0.113027
UHA-0235,UHA-0251,0.471385,-0.213268
UHA-0235,UHA-0252,0.47132,-0.286189
UHA-0235,UHA-0254,0.493723,-0.178711
UHA-0235,UHA-0255,0.398831,-0.1544
UHA-0235,UHA-0256,0.156521,0.175591
UHA-0235,UHA-0257,0.213402,-0.124053
UHA-0235,UHA-0258,0.212999,-0.074144
UHA-0235,UHA-0259,0.370462,0.013669
UHA-0235,UHA-0260,0.265333,-0.199373
UHA-0235,UHA-0261,0.254123,-0.059742
UHA-0235,UHA-0262,0.357441,-0.028005
UHA-0235,UHA-0263,0.359775,-0.11188
UHA-0235,UHA-0264,0.352093,0.205907
UHA-0235,UHA-0265,0.34424,-0.003273
UHA-0235,UHA-0266,0.340317,-0.099758
UHA-0235,UHA-0267,0.446371,-0.06866
UHA-0235,UHA-0268,0.178307,-0.127971
UHA-0235,UHA-0269,0.17836,-0.134964
UHA-0235,UHA-0270,0.0860302,-0.219459
UHA-0235,UHA-0271,0.0835761,-0.153088
UHA-0235,UHA-0272,0.0861176,-0.216817
UHA-0235,UHA-0273,0.487527,-0.239374
UHA-0235,UHA-0276,0.0539561,-0.193648
UHA-0235,UHA-0277,0.0621485,-0.196771
UHA-0235,UHA-0278,0.0632454,-0.302329
UHA-0235,UHA-0279,0.33932,-0.121328
UHA-0235,UHA-0280,0.355695,0.031984
UHA-0235,UHA-0281,0.320338,-0.041099
UHA-0235,UHA-0282,0.337778,-0.030131
UHA-0235,UHA-0283,0.312727,-0.213121
UHA-0235,UHA-0284,0.331411,0.089632
UHA-0235,UHA-0285,0.338972,-0.222936
UHA-0235,UHA-0287,0.361642,-0.168729
UHA-0235,UHA-0288,0.376073,-0.162567
UHA-0235,UHA-0289,0.378895,0.125648
UHA-0235,UHA-0291,0.371278,-0.243037
UHA-0235,UHA-0292,0.198324,0.283657
UHA-0235,UHA-0293,0.193747,0.173614
UHA-0235,UHA-0295,0.178284,0.283657
UHA-0235,UHA-0299,0.139538,0.205559
UHA-0235,UHA-0300,0.1298,-0.101227
UHA-0235,UHA-0301,0.149592,-0.04256
UHA-0235,UHA-0302,0.137629,0.045602
UHA-0235,UHA-0303,0.137004,-0.016851
UHA-0235,UHA-0304,0.130967,-0.190104
UHA-0235,UHA-0305,0.135114,-0.079986
UHA-0235,UHA-0306,0.115644,0.056217
UHA-0235,UHA-0307,0.113248,0.006289
UHA-0235,UHA-0308,0.121507,-0.117343
UHA-0235,UHA-0309,0.120649,-0.077497
UHA-0235,UHA-0310,0.0961792,-0.009244
UHA-0235,UHA-0311,0.107257,-0.121328
UHA-0235,UHA-0312,0.130521,0.049669
UHA-0235,UHA-0313,0.133584,0.085113
UHA-0235,UHA-0314,0.11902,-0.161356
UHA-0235,UHA-0315,0.109519,-0.222936
UHA-0235,UHA-0316,0.0900448,0.069164
UHA-0235,UHA-0317,0.079838,-0.118973
UHA-0235,UHA-0318,0.127082,0.070475
UHA-0235,UHA-0319,0.086856,-0.101227
UHA-0235,UHA-0320,0.0884304,-0.243037
UHA-0235,UHA-0321,0.0905843,0.168067
UHA-0235,UHA-0322,0.105725,-0.191612
UHA-0235,UHA-0323,0.103509,-0.13274
UHA-0235,UHA-0324,0.113556,-0.112409
UHA-0235,UHA-0325,0.120741,-0.086332
UHA-0235,UHA-0326,0.124742,-0.092955
UHA-0235,UHA-0327,0.125557,-0.045689
UHA-0235,UHA-0328,0.148871,-0.001332
UHA-0235,UHA-0329,0.15472,0.235083
UHA-0235,UHA-0330,0.15515,-0.199708
UHA-0235,UHA-0331,0.154407,-0.283426
UHA-0235,UHA-0332,0.145053,0.020623
UHA-0235,UHA-0333,0.105009,-0.222936
UHA-0235,UHA-0334,0.120921,-0.136567
UHA-0235,UHA-0335,0.130244,-0.141256
UHA-0235,UHA-0337,0.266567,-0.06918
UHA-0235,UHA-0338,0.321011,-0.207456
UHA-0235,UHA-0339,0.337789,-0.263206
UHA-0235,UHA-0340,0.36623,0.014674
UHA-0235,UHA-0343,0.346742,-0.072633
UHA-0235,UHA-0344,0.318574,0.023101
UHA-0235,UHA-0345,0.23803,0.090371
UHA-0235,UHA-0346,0.269204,-0.057041
UHA-0235,UHA-0347,0.286987,-0.028512
UHA-0235,UHA-0348,9847.07,0.116806
UHA-0235,UHA-0349,0.285155,0.159051
UHA-0235,UHA-0350,0.262199,-0.174394
UHA-0235,UHA-0351,0.204324,-0.017685
UHA-0235,UHA-0352,0.24178,0.081321
UHA-0235,UHA-0353,0.223974,-0.071329
UHA-0235,UHA-0354,0.211761,-0.184774
UHA-0235,UHA-0355,0.195963,0.004073
UHA-0235,UHA-0356,0.20647,0.053219
UHA-0235,UHA-0357,0.224687,0.247206
UHA-0235,UHA-0358,0.21926,0.125806
UHA-0235,UHA-0359,0.221241,-0.086345
UHA-0235,UHA-0361,0.225305,-0.103218
UHA-0235,UHA-0362,0.233761,0.11026
UHA-0235,UHA-0363,0.244931,0.262364
UHA-0235,UHA-0365,0.278908,-0.039442
UHA-0235,UHA-0366,0.282078,-0.080051
UHA-0235,UHA-0367,0.327245,-0.123801
UHA-0235,UHA-0368,0.326633,-0.189149
UHA-0235,UHA-0369,0.319865,-0.222936
UHA-0235,UHA-0370,0.343542,-0.17829
UHA-0235,UHA-0371,0.312661,-0.217102
UHA-0235,UHA-0372,0.304685,-0.033614
UHA-0235,UHA-0373,0.301292,-0.016491
UHA-0235,UHA-0374,0.294761,-0.024318
UHA-0235,UHA-0375,0.288147,-0.017011
UHA-0235,UHA-0376,0.288324,0.030956
UHA-0235,UHA-0377,0.282234,0.029445
UHA-0235,UHA-0378,0.274773,-0.156565
UHA-0235,UHA-0379,0.289762,-0.222936
UHA-0235,UHA-0380,0.291943,-0.083004
UHA-0235,UHA-0381,0.294608,-0.0947
UHA-0235,UHA-0382,0.287361,-0.182971
UHA-0235,UHA-0383,0.305235,-0.250418
UHA-0235,UHA-0384,0.314195,-0.150333
UHA-0235,UHA-0385,0.312102,-0.236903
UHA-0235,UHA-0386,0.29912,-0.243125
UHA-0235,UHA-0387,0.316316,-0.216936
UHA-0235,UHA-0388,0.326578,-0.113021
UHA-0235,UHA-0389,0.327586,-0.075763
UHA-0235,UHA-0390,0.341449,-0.194495
UHA-0235,UHA-0391,0.336744,-0.273917
UHA-0235,UHA-0392,0.27161,-0.243037
UHA-0235,UHA-0393,0.268332,-0.08333
UHA-0235,UHA-0394,0.239625,-0.099226
UHA-0235,UHA-0395,0.236972,-0.032642
UHA-0235,UHA-0396,0.230307,-0.228702
UHA-0235,UHA-0397,0.237587,-0.128387
UHA-0235,UHA-0398,0.215718,-0.121823
UHA-0235,UHA-0399,0.335856,0.029391
UHA-0235,UHA-0400,0.227109,0.069427
UHA-0235,UHA-0401,0.214488,-0.099239
UHA-0235,UHA-0402,0.206853,0.03108
UHA-0235,UHA-0403,0.216811,-0.067015
UHA-0235,UHA-0404,0.192229,-0.243037
UHA-0235,UHA-0405,0.190988,-0.072751
UHA-0235,UHA-0406,0.199925,0.11345
UHA-0235,UHA-0407,0.203452,-0.072751
UHA-0235,UHA-0408,0.199925,-0.283307
UHA-0235,UHA-0409,0.205082,0.123528
UHA-0235,UHA-0410,0.20882,-0.012711
UHA-0235,UHA-0411,0.20359,0.111144
UHA-0235,UHA-0412,0.206885,-0.012711
UHA-0235,UHA-0413,0.215873,0.258336
UHA-0235,UHA-0414,0.224666,-0.141497
UHA-0235,UHA-0415,0.242372,-0.23444
UHA-0235,UHA-0416,0.24022,-0.294086
UHA-0235,UHA-0417,0.248445,-0.07019
UHA-0235,UHA-0418,0.256782,0.011941
UHA-0235,UHA-0419,0.225899,-0.222936
UHA-0235,UHA-0420,0.211533,0.069466
UHA-0235,UHA-0421,0.200546,-0.042699
UHA-0235,UHA-0422,0.189131,-0.130106
UHA-0235,UHA-0423,0.184494,-0.263206
UHA-0235,UHA-0424,0.186376,0.048681
UHA-0235,UHA-0425,0.193538,0.012949
UHA-0235,UHA-0461,0.257454,-0.058007
UHA-0235,UHA-0462,0.262536,-0.094467
UHA-0235,UHA-0463,0.267622,-0.122529
UHA-0235,UHA-0464,0.28003,-0.051624
UHA-0235,UHA-0465,0.27316,0.183703
UHA-0235,UHA-0466,0.287331,0.128621
UHA-0235,UHA-0467,0.301306,0.034849
UHA-0235,UHA-0468,0.315046,0.078611
UHA-0235,UHA-0469,0.303903,0.214339
UHA-0235,UHA-0470,0.306379,-0.053576
UHA-0235,UHA-0471,0.302884,-0.027119
UHA-0235,UHA-0472,0.322187,-0.18471
UHA-0235,UHA-0473,0.323008,-0.106639
UHA-0235,UHA-0474,0.309222,0.005555
UHA-0235,UHA-0475,0.319635,-0.114428
UHA-0235,UHA-0476,0.659284,-0.059386
UHA-0235,UHA-0477,0.28559,-0.0947
UHA-0235,UHA-0478,0.286882,-0.08333
UHA-0235,UHA-0479,0.283129,-0.222936
UHA-0235,UHA-0480,0.284669,-0.130262
UHA-0235,UHA-0481,0.279149,0.030956
UHA-0235,UHA-0482,0.271029,0.002383
UHA-0235,UHA-0483,0.278876,0.116806
UHA-0235,UHA-0485,0.311276,-0.194495
UHA-0235,UHA-0486,0.306053,0.231398
UHA-0235,UHA-0487,0.319743,-0.24044
UHA-0235,UHA-0488,0.31713,0.144065
UHA-0235,UHA-0490,0.312977,-0.207547
UHA-0235,UHA-0491,0.309277,-0.273917
UHA-0235,UHA-0492,0.237232,-0.103836
UHA-0235,UHA-0493,0.255446,-0.194495
UHA-0235,UHA-0494,0.313314,-0.176666
UHA-0235,UHA-0495,0.306047,0.231398
UHA-0235,UHA-0496,0.348532,-0.006262
UHA-0235,UHA-0497,0.361642,-0.260541
UHA-0235,UHA-0499,0.11921,-0.213726
UHA-0235,UHA-0500,0.123836,-0.086332
UHA-0235,UHA-0501,0.122964,-0.13056
UHA-0235,UHA-0502,0.122958,0.034442
UHA-0235,UHA-0503,0.129467,-0.070197
UHA-0235,UHA-0504,0.188255,-0.20534
UHA-0235,UHA-0505,0.0987302,0.069164
UHA-0235,UHA-0506,0.0989783,-0.171245
UHA-0235,UHA-0507,0.101704,-0.222936
UHA-0235,UHA-0508,0.222406,0.02211
UHA-0235,UHA-0509,0.223921,-0.103716
UHA-0235,UHA-0510,0.224288,-0.030176
UHA-0235,UHA-0511,0.217833,0.125806
UHA-0235,UHA-0512,0.199874,-0.23442
UHA-0235,UHA-0513,0.230609,-0.173647
UHA-0235,UHA-0514,0.236769,-0.314187
UHA-0235,UHA-0515,0.235418,-0.247816
UHA-0235,UHA-0516,0.234662,-0.032592
UHA-0235,UHA-0517,0.228746,0.029391
UHA-0235,UHA-0518,0.232701,-0.048244
UHA-0235,UHA-0519,0.18075,-0.243037
UHA-0235,UHA-0520,0.196235,-0.086037
UHA-0235,UHA-0521,0.204061,0.189899
UHA-0235,UHA-0522,0.204049,-0.020927
UHA-0235,UHA-0523,0.207335,0.25012
UHA-0235,UHA-0524,0.215815,-0.114428
UHA-0235,UHA-0525,0.221909,-0.141497
UHA-0235,UHA-0526,0.218858,0.22106
UHA-0235,UHA-0527,0.650725,-0.049178
UHA-0235,UHA-0528,0.652337,-0.049178
UHA-0236,UHA-0237,0.184098,0.15036
UHA-0236,UHA-0238,0.398493,-0.068115
UHA-0236,UHA-0239,0.268275,-0.07047
UHA-0236,UHA-0240,0.293358,-0.162117
UHA-0236,UHA-0241,0.589889,-0.080263
UHA-0236,UHA-0242,0.207311,0.046545
UHA-0236,UHA-0243,0.20127,-0.144363
UHA-0236,UHA-0244,0.19663,-0.170063
UHA-0236,UHA-0245,0.601994,-0.137731
UHA-0236,UHA-0246,0.612296,0.174311
UHA-0236,UHA-0247,0.593747,-0.122172
UHA-0236,UHA-0248,0.0790722,-0.178031
UHA-0236,UHA-0249,0.0701603,-0.156584
UHA-0236,UHA-0251,0.483705,-0.158648
UHA-0236,UHA-0252,0.483656,-0.184693
UHA-0236,UHA-0254,0.504094,-0.224717
UHA-0236,UHA-0255,0.408334,-0.047738
UHA-0236,UHA-0256,0.168862,-0.000219
UHA-0236,UHA-0257,0.225625,-0.200857
UHA-0236,UHA-0258,0.225284,-0.202291
UHA-0236,UHA-0259,0.376246,-0.04511
UHA-0236,UHA-0260,0.277533,-0.058655
UHA-0236,UHA-0261,0.266356,-0.094082
UHA-0236,UHA-0262,0.362818,0.074715
UHA-0236,UHA-0263,0.363534,-0.094082
UHA-0236,UHA-0264,0.355607,-0.023437
UHA-0236,UHA-0265,0.347233,-0.05877
UHA-0236,UHA-0266,0.343591,-0.09278
UHA-0236,UHA-0267,0.455033,-0.123384
UHA-0236,UHA-0268,0.180623,-0.045476
UHA-0236,UHA-0269,0.180964,0.125471
UHA-0236,UHA-0270,0.0784209,-0.221113
UHA-0236,UHA-0271,0.0755739,-0.037938
UHA-0236,UHA-0272,0.0777735,-0.055998
UHA-0236,UHA-0273,0.497125,0.148974
UHA-0236,UHA-0276,0.0418556,-0.058403
UHA-0236,UHA-0277,0.0507379,0.007654
UHA-0236,UHA-0278,0.0510155,-0.132276
UHA-0236,UHA-0279,0.339612,0.212569
UHA-0236,UHA-0280,0.356569,0.022616
UHA-0236,UHA-0281,0.321753,-0.007299
UHA-0236,UHA-0282,0.33899,-0.161343
UHA-0236,UHA-0283,0.315869,0.208643
UHA-0236,UHA-0284,0.334635,-0.137271
UHA-0236,UHA-0285,0.342119,0.193429
UHA-0236,UHA-0287,0.364926,0.133243
UHA-0236,UHA-0288,0.379006,0.082178
UHA-0236,UHA-0289,0.381426,-0.111135
UHA-0236,UHA-0291,0.37362,-0.026342
UHA-0236,UHA-0292,0.205788,0.047695
UHA-0236,UHA-0293,0.201074,0.035937
UHA-0236,UHA-0295,0.187821,0.047695
UHA-0236,UHA-0299,0.149872,-0.305675
UHA-0236,UHA-0300,0.139482,0.168051
UHA-0236,UHA-0301,0.158195,-0.19324
UHA-0236,UHA-0302,0.14445,0.078435
UHA-0236,UHA-0303,0.143475,-0.049721
UHA-0236,UHA-0304,0.137946,-0.027523
UHA-0236,UHA-0305,0.142931,-0.088812
UHA-0236,UHA-0306,0.123641,-0.109766
UHA-0236,UHA-0307,0.121323,0.067748
UHA-0236,UHA-0308,0.129324,-0.147292
UHA-0236,UHA-0309,0.128957,0.110044
UHA-0236,UHA-0310,0.103586,-0.066285
UHA-0236,UHA-0311,0.114353,0.255073
UHA-0236,UHA-0312,0.136445,-0.163774
UHA-0236,UHA-0313,0.137521,0.072674
UHA-0236,UHA-0314,0.12543,-0.025359
UHA-0236,UHA-0315,0.115016,-0.072226
UHA-0236,UHA-0316,0.0973971,0.107263
UHA-0236,UHA-0317,0.0871842,-0.16602
UHA-0236,UHA-0318,0.138523,-0.04757
UHA-0236,UHA-0319,0.0912046,0.077995
UHA-0236,UHA-0320,0.0926635,-0.053299
UHA-0236,UHA-0321,0.0941773,-0.032919
UHA-0236,UHA-0322,0.109254,-0.098818
UHA-0236,UHA-0323,0.106074,0.033723
UHA-0236,UHA-0324,0.115973,-0.057697
UHA-0236,UHA-0325,0.123073,0.112713
UHA-0236,UHA-0326,0.127363,-0.000755
UHA-0236,UHA-0327,0.128659,-0.040465
UHA-0236,UHA-0328,0.151074,0.127602
UHA-0236,UHA-0329,0.155919,-0.007691
UHA-0236,UHA-0330,0.156357,0.011765
UHA-0236,UHA-0331,0.155327,0.075665
UHA-0236,UHA-0332,0.146073,-0.180943
UHA-0236,UHA-0333,0.105729,0.089036
UHA-0236,UHA-0334,0.119802,0.063506
UHA-0236,UHA-0335,0.130187,0.185912
UHA-0236,UHA-0337,0.272284,0.203107
UHA-0236,UHA-0338,0.326387,-0.027053
UHA-0236,UHA-0339,0.342909,-0.127075
UHA-0236,UHA-0340,0.370485,-0.086909
UHA-0236,UHA-0343,0.350431,0.031263
UHA-0236,UHA-0344,0.309393,0.006363
UHA-0236,UHA-0345,0.242441,0.036106
UHA-0236,UHA-0346,0.273063,-0.069313
UHA-0236,UHA-0347,0.290051,0.056655
UHA-0236,UHA-0348,9847.06,0.071407
UHA-0236,UHA-0349,0.287387,-0.007054
UHA-0236,UHA-0350,0.264911,-0.020892
UHA-0236,UHA-0351,0.216459,-0.151991
UHA-0236,UHA-0352,0.243631,-0.057237
UHA-0236,UHA-0353,0.226003,-0.046778
UHA-0236,UHA-0354,0.213882,-0.006818
UHA-0236,UHA-0355,0.198132,0.133556
UHA-0236,UHA-0356,0.207679,-0.057225
UHA-0236,UHA-0357,0.226202,0.050256
UHA-0236,UHA-0358,0.220462,-0.156871
UHA-0236,UHA-0359,0.222298,-0.10111
UHA-0236,UHA-0361,0.225646,-0.115125
UHA-0236,UHA-0362,0.233673,-0.140708
UHA-0236,UHA-0363,0.24519,-0.164598
UHA-0236,UHA-0365,0.279462,-0.039046
UHA-0236,UHA-0366,0.282353,0.22385
UHA-0236,UHA-0367,0.327103,-0.033356
UHA-0236,UHA-0368,0.326234,0.19169
UHA-0236,UHA-0369,0.318719,0.046343
UHA-0236,UHA-0370,0.342118,-0.051532
UHA-0236,UHA-0371,0.311014,-0.073944
UHA-0236,UHA-0372,0.303265,0.04628
UHA-0236,UHA-0373,0.299899,-0.109836
UHA-0236,UHA-0374,0.293352,0.110644
UHA-0236,UHA-0375,0.286436,0.053595
UHA-0236,UHA-0376,0.286398,-0.026599
UHA-0236,UHA-0377,0.280023,0.100094
UHA-0236,UHA-0378,0.272792,0.048046
UHA-0236,UHA-0379,0.287161,-0.026342
UHA-0236,UHA-0380,0.289022,-0.149104
UHA-0236,UHA-0381,0.29168,-0.041423
UHA-0236,UHA-0382,0.284664,-0.07067
UHA-0236,UHA-0383,0.302145,-0.011829
UHA-0236,UHA-0384,0.311245,0.102073
UHA-0236,UHA-0385,0.309318,-0.10736
UHA-0236,UHA-0386,0.295646,-0.111753
UHA-0236,UHA-0387,0.313171,0.042294
UHA-0236,UHA-0388,0.323321,-0.046993
UHA-0236,UHA-0389,0.324907,0.301772
UHA-0236,UHA-0390,0.338724,0.082264
UHA-0236,UHA-0391,0.334304,-0.144245
UHA-0236,UHA-0392,0.268828,-0.113364
UHA-0236,UHA-0393,0.265864,-0.130736
UHA-0236,UHA-0394,0.235776,-0.056323
UHA-0236,UHA-0395,0.232956,-0.086821
UHA-0236,UHA-0396,0.226285,-0.215818
UHA-0236,UHA-0397,0.233408,-0.018225
UHA-0236,UHA-0398,0.211724,0.274882
UHA-0236,UHA-0399,0.341012,-0.031583
UHA-0236,UHA-0400,0.224974,-0.034697
UHA-0236,UHA-0401,0.212596,0.02852
UHA-0236,UHA-0402,0.204687,0.336739
UHA-0236,UHA-0403,0.214851,0.217769
UHA-0236,UHA-0404,0.190348,-0.018325
UHA-0236,UHA-0405,0.190205,0.09699
UHA-0236,UHA-0406,0.199266,-0.133057
UHA-0236,UHA-0407,0.202326,-0.153867
UHA-0236,UHA-0408,0.199266,-0.071214
UHA-0236,UHA-0409,0.204137,-0.054137
UHA-0236,UHA-0410,0.208023,0.056448
UHA-0236,UHA-0411,0.202207,0.167783
UHA-0236,UHA-0412,0.205763,0.056448
UHA-0236,UHA-0413,0.214782,-0.156798
UHA-0236,UHA-0414,0.223052,0.055096
UHA-0236,UHA-0415,0.240426,0.201868
UHA-0236,UHA-0416,0.238805,-0.037428
UHA-0236,UHA-0417,0.246701,-0.146994
UHA-0236,UHA-0418,0.255211,-0.129165
UHA-0236,UHA-0419,0.225709,-0.026342
UHA-0236,UHA-0420,0.211496,-0.114037
UHA-0236,UHA-0421,0.200723,0.128913
UHA-0236,UHA-0422,0.189614,0.102484
UHA-0236,UHA-0423,0.184972,-0.071214
UHA-0236,UHA-0424,0.187858,-0.056482
UHA-0236,UHA-0425,0.195327,-0.097495
UHA-0236,UHA-0461,0.247817,0.045445
UHA-0236,UHA-0462,0.253257,-0.03107
UHA-0236,UHA-0463,0.258615,-0.045962
UHA-0236,UHA-0464,0.271476,-0.173006
UHA-0236,UHA-0465,0.264833,-0.084177
UHA-0236,UHA-0466,0.279844,0.192783
UHA-0236,UHA-0467,0.294401,-0.035165
UHA-0236,UHA-0468,0.308308,0.047407
UHA-0236,UHA-0469,0.296349,0.030051
UHA-0236,UHA-0470,0.298598,-0.076055
UHA-0236,UHA-0471,0.294419,-0.089695
UHA-0236,UHA-0472,0.314729,0.024816
UHA-0236,UHA-0473,0.315474,-0.239304
UHA-0236,UHA-0474,0.299879,0.191257
UHA-0236,UHA-0475,0.310183,-0.073996
UHA-0236,UHA-0476,0.67126,-0.079149
UHA-0236,UHA-0477,0.282651,-0.041423
UHA-0236,UHA-0478,0.284062,-0.130736
UHA-0236,UHA-0479,0.280403,-0.026342
UHA-0236,UHA-0480,0.282355,0.100094
UHA-0236,UHA-0481,0.27696,-0.04397
UHA-0236,UHA-0482,0.272599,0.194224
UHA-0236,UHA-0483,0.281611,0.071407
UHA-0236,UHA-0485,0.314598,0.217621
UHA-0236,UHA-0486,0.309384,0.047046
UHA-0236,UHA-0487,0.324962,-0.070803
UHA-0236,UHA-0488,0.322263,0.13146
UHA-0236,UHA-0490,0.317399,0.22892
UHA-0236,UHA-0491,0.313572,-0.039662
UHA-0236,UHA-0492,0.240188,0.117564
UHA-0236,UHA-0493,0.256005,0.095912
UHA-0236,UHA-0494,0.316632,0.101274
UHA-0236,UHA-0495,0.309348,0.047046
UHA-0236,UHA-0496,0.352269,0.097633
UHA-0236,UHA-0497,0.364926,0.15979
UHA-0236,UHA-0499,0.121311,0.067116
UHA-0236,UHA-0500,0.126222,0.112713
UHA-0236,UHA-0501,0.125458,-0.018259
UHA-0236,UHA-0502,0.125904,0.121802
UHA-0236,UHA-0503,0.132585,-0.064365
UHA-0236,UHA-0504,0.19527,-0.01907
UHA-0236,UHA-0505,0.106168,0.107263
UHA-0236,UHA-0506,0.105758,0.075232
UHA-0236,UHA-0507,0.107675,0.033723
UHA-0236,UHA-0508,0.223647,0.232128
UHA-0236,UHA-0509,0.224751,-0.165777
UHA-0236,UHA-0510,0.225026,0.053592
UHA-0236,UHA-0511,0.218866,-0.156871
UHA-0236,UHA-0512,0.201261,0.092992
UHA-0236,UHA-0513,0.229212,0.185726
UHA-0236,UHA-0514,0.234954,-0.037428
UHA-0236,UHA-0515,0.233637,0.145589
UHA-0236,UHA-0516,0.230882,-0.010124
UHA-0236,UHA-0517,0.225422,-0.031583
UHA-0236,UHA-0518,0.229435,-0.022232
UHA-0236,UHA-0519,0.179004,0.041741
UHA-0236,UHA-0520,0.195003,0.197176
UHA-0236,UHA-0521,0.203276,0.012234
UHA-0236,UHA-0522,0.203016,0.085719
UHA-0236,UHA-0523,0.206583,-0.156798
UHA-0236,UHA-0524,0.213821,-0.098796
UHA-0236,UHA-0525,0.220075,0.055096
UHA-0236,UHA-0526,0.216603,-0.01862
UHA-0236,UHA-0527,0.661827,0.040152
UHA-0236,UHA-0528,0.663533,0.040152
UHA-0237,UHA-0238,0.327265,0.145536
UHA-0237,UHA-0239,0.0884943,0.134512
UHA-0237,UHA-0240,0.111066,0.080968
UHA-0237,UHA-0241,0.414681,-0.07192
UHA-0237,UHA-0242,0.0841961,-0.130911
UHA-0237,UHA-0243,0.0816027,-0.135783
UHA-0237,UHA-0244,0.070943,-0.149581
UHA-0237,UHA-0245,0.423819,0.21395
