Ind1,Ind2,dist,relate_coef
UHA-0001,UHA-0002,0.00668806,0.196574
UHA-0001,UHA-0003,0.267036,0.258883
UHA-0001,UHA-0004,0.0925305,-0.271997
UHA-0001,UHA-0005,0.383957,0.140623
UHA-0001,UHA-0006,0.391707,-0.114884
UHA-0001,UHA-0007,0.145191,-0.03367
UHA-0001,UHA-0008,0.103657,-0.027622
UHA-0001,UHA-0009,0.255702,0.004111
UHA-0001,UHA-0010,0.298189,-0.126306
UHA-0001,UHA-0011,0.264398,-0.07806
UHA-0001,UHA-0012,0.308355,-0.03367
UHA-0001,UHA-0013,0.200576,-0.151824
UHA-0001,UHA-0014,0.382005,-0.129938
UHA-0001,UHA-0015,0.378353,0.031395
UHA-0001,UHA-0016,0.385189,-0.087588
UHA-0001,UHA-0017,0.39555,-0.197973
UHA-0001,UHA-0018,9847.33,-0.257196
UHA-0001,UHA-0172,0.298944,-0.146316
UHA-0001,UHA-0174,0.334172,-0.13098
UHA-0001,UHA-0175,0.335533,-0.181762
UHA-0001,UHA-0176,0.33536,0.417407
UHA-0001,UHA-0177,0.33481,0.070099
UHA-0001,UHA-0178,0.341298,0.139511
UHA-0001,UHA-0179,0.307712,-0.006792
UHA-0001,UHA-0180,0.541362,-0.192431
UHA-0001,UHA-0181,0.560471,-0.285634
UHA-0001,UHA-0182,0.553166,-0.198182
UHA-0001,UHA-0183,0.265652,0.241318
UHA-0001,UHA-0186,0.35899,0.362719
UHA-0001,UHA-0187,0.138105,0.032462
UHA-0001,UHA-0188,0.344658,0.339599
UHA-0001,UHA-0189,0.329423,0.361142
UHA-0001,UHA-0190,0.340308,0.219435
UHA-0001,UHA-0191,0.00668806,0.361916
UHA-0001,UHA-0193,0.160996,-0.204442
UHA-0001,UHA-0194,0.166954,0.171391
UHA-0001,UHA-0195,0.164974,-0.081125
UHA-0001,UHA-0196,0.164543,0.20333
UHA-0001,UHA-0197,0.231059,-0.022107
UHA-0001,UHA-0198,0.239222,-0.080564
UHA-0001,UHA-0199,0.473138,-0.052433
UHA-0001,UHA-0202,0.31906,-0.191738
UHA-0001,UHA-0203,0.473892,-0.080505
UHA-0001,UHA-0204,0.473344,-0.186126
UHA-0001,UHA-0205,0.246419,-0.11992
UHA-0001,UHA-0207,0.142637,-0.271997
UHA-0001,UHA-0208,0.345848,-0.250768
UHA-0001,UHA-0210,0.267634,-0.151771
UHA-0001,UHA-0211,0.438786,-0.057321
UHA-0001,UHA-0212,0.442917,-0.03231
UHA-0001,UHA-0213,0.320581,0.075882
UHA-0001,UHA-0214,0.322446,0.172371
UHA-0001,UHA-0215,0.308007,0.194997
UHA-0001,UHA-0216,0.308912,0.025115
UHA-0001,UHA-0217,0.340658,0.079895
UHA-0001,UHA-0218,0.332545,0.006535
UHA-0001,UHA-0219,0.322347,-0.128402
UHA-0001,UHA-0220,0.312669,0.150639
UHA-0001,UHA-0221,0.400387,-0.050621
UHA-0001,UHA-0222,0.402663,-0.050621
UHA-0001,UHA-0223,0.277947,-0.056868
UHA-0001,UHA-0224,0.191963,-0.12947
UHA-0001,UHA-0225,0.170266,-0.16663
UHA-0001,UHA-0226,0.156992,-0.230128
UHA-0001,UHA-0227,0.163509,-0.183854
UHA-0001,UHA-0228,0.206274,-0.232395
UHA-0001,UHA-0229,0.39555,-0.197973
UHA-0001,UHA-0230,0.408748,-0.12014
UHA-0001,UHA-0231,0.139887,-0.143261
UHA-0001,UHA-0232,0.150006,-0.074421
UHA-0001,UHA-0233,0.145788,0.072019
UHA-0001,UHA-0234,0.290683,-0.096832
UHA-0001,UHA-0235,0.28302,-0.219459
UHA-0001,UHA-0236,0.295352,0.083582
UHA-0001,UHA-0237,0.130112,-0.12014
UHA-0001,UHA-0238,0.411344,-0.2344
UHA-0001,UHA-0239,0.0543018,-0.230128
UHA-0001,UHA-0240,0.0601212,-0.162162
UHA-0001,UHA-0241,0.371728,-0.09474
UHA-0001,UHA-0242,0.0934708,-0.16563
UHA-0001,UHA-0243,0.0990488,-0.165272
UHA-0001,UHA-0244,0.100529,0.066798
UHA-0001,UHA-0245,0.371545,0.131407
UHA-0001,UHA-0246,0.394696,-0.195417
UHA-0001,UHA-0247,0.372978,-0.045449
UHA-0001,UHA-0248,0.277577,-0.120226
UHA-0001,UHA-0249,0.270597,-0.189909
UHA-0001,UHA-0251,0.188423,-0.151509
UHA-0001,UHA-0252,0.194518,-0.302403
UHA-0001,UHA-0254,0.318793,-0.219169
UHA-0001,UHA-0255,0.278557,-0.140059
UHA-0001,UHA-0256,0.129346,-0.118245
UHA-0001,UHA-0257,0.0726345,-0.053101
UHA-0001,UHA-0258,0.0708566,0.063248
UHA-0001,UHA-0259,0.367602,-0.023909
UHA-0001,UHA-0260,0.0315698,0.034224
UHA-0001,UHA-0261,0.0356561,-0.152145
UHA-0001,UHA-0262,0.331898,-0.116089
UHA-0001,UHA-0263,0.370667,-0.218516
UHA-0001,UHA-0264,0.370699,-0.12947
UHA-0001,UHA-0265,0.376345,-0.112287
UHA-0001,UHA-0266,0.367825,-0.189909
UHA-0001,UHA-0267,0.342248,-0.023709
UHA-0001,UHA-0268,0.299126,-0.189401
UHA-0001,UHA-0269,0.295183,0.11171
UHA-0001,UHA-0270,0.342106,0.11266
UHA-0001,UHA-0271,0.342476,0.091074
UHA-0001,UHA-0272,0.346229,-0.065417
UHA-0001,UHA-0273,0.342897,0.048292
UHA-0001,UHA-0276,0.336697,-0.105202
UHA-0001,UHA-0277,0.343108,-0.029068
UHA-0001,UHA-0278,0.346169,-0.166503
UHA-0001,UHA-0279,0.455564,0.40649
UHA-0001,UHA-0280,0.458106,-0.105564
UHA-0001,UHA-0281,0.421886,-0.018686
UHA-0001,UHA-0282,0.438383,-0.113621
UHA-0001,UHA-0283,0.384981,0.292771
UHA-0001,UHA-0284,0.396234,0.019913
UHA-0001,UHA-0285,0.403092,0.377597
UHA-0001,UHA-0287,0.416703,0.235859
UHA-0001,UHA-0288,0.434556,-0.097034
UHA-0001,UHA-0289,0.444773,-0.065923
UHA-0001,UHA-0291,0.442667,0.264883
UHA-0001,UHA-0292,0.218406,-0.009333
UHA-0001,UHA-0293,0.220915,-0.095614
UHA-0001,UHA-0295,0.176208,-0.009333
UHA-0001,UHA-0299,0.177854,-0.241827
UHA-0001,UHA-0300,0.193907,0.149726
UHA-0001,UHA-0301,0.202846,-0.20121
UHA-0001,UHA-0302,0.2323,-0.142921
UHA-0001,UHA-0303,0.237081,-0.143261
UHA-0001,UHA-0304,0.23134,-0.061565
UHA-0001,UHA-0305,0.219023,-0.208939
UHA-0001,UHA-0306,0.222878,-0.247444
UHA-0001,UHA-0307,0.222853,-0.075054
UHA-0001,UHA-0308,0.223062,-0.126536
UHA-0001,UHA-0309,0.217149,-0.158797
UHA-0001,UHA-0310,0.23645,-0.20176
UHA-0001,UHA-0311,0.235833,0.458554
UHA-0001,UHA-0312,0.244753,-0.180484
UHA-0001,UHA-0313,0.268346,-0.218424
UHA-0001,UHA-0314,0.240545,0.198539
UHA-0001,UHA-0315,0.251888,0.009836
UHA-0001,UHA-0316,0.239301,-0.079247
UHA-0001,UHA-0317,0.243528,0.058754
UHA-0001,UHA-0318,0.168381,-0.131695
UHA-0001,UHA-0319,0.264916,0.283748
UHA-0001,UHA-0320,0.265641,0.382633
UHA-0001,UHA-0321,0.270494,-0.247444
UHA-0001,UHA-0322,0.270919,0.062913
UHA-0001,UHA-0323,0.279296,0.266274
UHA-0001,UHA-0324,0.281777,0.33176
UHA-0001,UHA-0325,0.283691,0.388353
UHA-0001,UHA-0326,0.281463,0.238786
UHA-0001,UHA-0327,0.276601,0.155574
UHA-0001,UHA-0328,0.291309,-0.071125
UHA-0001,UHA-0329,0.30488,-0.232395
UHA-0001,UHA-0330,0.304945,-0.181741
UHA-0001,UHA-0331,0.307984,0.241442
UHA-0001,UHA-0332,0.303573,-0.120119
UHA-0001,UHA-0333,0.294997,0.412119
UHA-0001,UHA-0334,0.315693,0.337622
UHA-0001,UHA-0335,0.309492,-0.039823
UHA-0001,UHA-0337,0.306054,-0.024147
UHA-0001,UHA-0338,0.344376,0.080985
UHA-0001,UHA-0339,0.360894,0.237928
UHA-0001,UHA-0340,0.399632,-0.123659
UHA-0001,UHA-0343,0.397675,0.324237
UHA-0001,UHA-0344,0.555444,-0.022055
UHA-0001,UHA-0345,0.317254,-0.208065
UHA-0001,UHA-0346,0.344061,-0.000335
UHA-0001,UHA-0347,0.369529,-0.034284
UHA-0001,UHA-0348,9847.33,-0.186126
UHA-0001,UHA-0349,0.383103,-0.196864
UHA-0001,UHA-0350,0.360269,0.178378
UHA-0001,UHA-0351,0.0844737,-0.078529
UHA-0001,UHA-0352,0.361869,-0.099169
UHA-0001,UHA-0353,0.348746,-0.116588
UHA-0001,UHA-0354,0.340661,-0.038307
UHA-0001,UHA-0355,0.331782,-0.074992
UHA-0001,UHA-0356,0.350536,-0.26813
UHA-0001,UHA-0357,0.356732,-0.146027
UHA-0001,UHA-0358,0.358028,-0.219459
UHA-0001,UHA-0359,0.361265,-0.080707
UHA-0001,UHA-0361,0.373758,-0.031527
UHA-0001,UHA-0362,0.38518,0.004356
UHA-0001,UHA-0363,0.387693,-0.124134
UHA-0001,UHA-0365,0.406529,-0.005862
UHA-0001,UHA-0366,0.41317,-0.001615
UHA-0001,UHA-0367,0.453497,0.24356
UHA-0001,UHA-0368,0.457213,0.377975
UHA-0001,UHA-0369,0.463804,0.344168
UHA-0001,UHA-0370,0.487126,0.226437
UHA-0001,UHA-0371,0.465787,0.273649
UHA-0001,UHA-0372,0.45608,-0.027059
UHA-0001,UHA-0373,0.453022,-0.135049
UHA-0001,UHA-0374,0.448191,-0.095396
UHA-0001,UHA-0375,0.447498,-0.250384
UHA-0001,UHA-0376,0.450729,-0.159592
UHA-0001,UHA-0377,0.450004,0.290766
UHA-0001,UHA-0378,0.441008,0.499306
UHA-0001,UHA-0379,0.46143,0.181104
UHA-0001,UHA-0380,0.467618,0.262458
UHA-0001,UHA-0381,0.469884,0.168869
UHA-0001,UHA-0382,0.460838,0.28952
UHA-0001,UHA-0383,0.480805,0.02527
UHA-0001,UHA-0384,0.486202,0.28045
UHA-0001,UHA-0385,0.482092,0.184226
UHA-0001,UHA-0386,0.48111,0.146018
UHA-0001,UHA-0387,0.490748,0.077261
UHA-0001,UHA-0388,0.50091,0.242307
UHA-0001,UHA-0389,0.493296,0.189595
UHA-0001,UHA-0390,0.505506,0.239139
UHA-0001,UHA-0391,0.497297,0.165667
UHA-0001,UHA-0392,0.449486,0.369734
UHA-0001,UHA-0393,0.442707,0.240978
UHA-0001,UHA-0394,0.437815,0.19724
UHA-0001,UHA-0395,0.437693,-0.089883
UHA-0001,UHA-0396,0.432503,0.035285
UHA-0001,UHA-0397,0.440117,0.094108
UHA-0001,UHA-0398,0.42078,0.040947
UHA-0001,UHA-0399,0.35884,-0.084777
UHA-0001,UHA-0400,0.407377,-0.157226
UHA-0001,UHA-0401,0.395401,-0.114629
UHA-0001,UHA-0402,0.393322,0.067419
UHA-0001,UHA-0403,0.397861,0.111021
UHA-0001,UHA-0404,0.380006,0.391161
UHA-0001,UHA-0405,0.366543,0.166064
UHA-0001,UHA-0406,0.370672,-0.095396
UHA-0001,UHA-0407,0.378625,-0.067882
UHA-0001,UHA-0408,0.370672,0.321202
UHA-0001,UHA-0409,0.37748,-0.119071
UHA-0001,UHA-0410,0.378087,0.233475
UHA-0001,UHA-0411,0.381809,-0.074992
UHA-0001,UHA-0412,0.380829,0.233475
UHA-0001,UHA-0413,0.386454,-0.015725
UHA-0001,UHA-0414,0.399111,0.279534
UHA-0001,UHA-0415,0.416121,0.458465
UHA-0001,UHA-0416,0.407578,0.207709
UHA-0001,UHA-0417,0.417934,0.257428
UHA-0001,UHA-0418,0.421758,0.267596
UHA-0001,UHA-0419,0.381386,0.202343
UHA-0001,UHA-0420,0.370141,-0.146027
UHA-0001,UHA-0421,0.360653,0.127741
UHA-0001,UHA-0422,0.350166,0.368797
UHA-0001,UHA-0423,0.347626,0.283587
UHA-0001,UHA-0424,0.336086,-0.070722
UHA-0001,UHA-0425,0.335727,-0.26813
UHA-0001,UHA-0461,0.504858,-0.163757
UHA-0001,UHA-0462,0.505123,-0.246918
UHA-0001,UHA-0463,0.506352,-0.200505
UHA-0001,UHA-0464,0.51181,-0.175529
UHA-0001,UHA-0465,0.502725,-0.219459
UHA-0001,UHA-0466,0.504269,-0.16875
UHA-0001,UHA-0467,0.508564,-0.155595
UHA-0001,UHA-0468,0.518182,-0.26813
UHA-0001,UHA-0469,0.519784,-0.175529
UHA-0001,UHA-0470,0.525114,0.042053
UHA-0001,UHA-0471,0.53129,-0.030073
UHA-0001,UHA-0472,0.534722,-0.049456
UHA-0001,UHA-0473,0.536528,-0.053748
UHA-0001,UHA-0474,0.548957,-0.006576
UHA-0001,UHA-0475,0.560145,-0.002089
UHA-0001,UHA-0476,0.400911,-0.002223
UHA-0001,UHA-0477,0.462754,0.168869
UHA-0001,UHA-0478,0.462154,0.230653
UHA-0001,UHA-0479,0.457862,0.181104
UHA-0001,UHA-0480,0.453363,0.290766
UHA-0001,UHA-0481,0.447291,-0.159592
UHA-0001,UHA-0482,0.384893,0.075175
UHA-0001,UHA-0483,0.370252,-0.186126
UHA-0001,UHA-0485,0.380573,0.275082
UHA-0001,UHA-0486,0.376922,-0.062389
UHA-0001,UHA-0487,0.347075,0.115862
UHA-0001,UHA-0488,0.3473,-0.187462
UHA-0001,UHA-0490,0.359769,0.489674
UHA-0001,UHA-0491,0.360007,0.372962
UHA-0001,UHA-0492,0.341657,0.467158
UHA-0001,UHA-0493,0.390322,0.396791
UHA-0001,UHA-0494,0.382013,0.140906
UHA-0001,UHA-0495,0.377493,-0.062389
UHA-0001,UHA-0496,0.39795,0.324237
UHA-0001,UHA-0497,0.416703,0.224711
UHA-0001,UHA-0499,0.285673,0.082822
UHA-0001,UHA-0500,0.283691,0.388353
UHA-0001,UHA-0501,0.282459,0.201181
UHA-0001,UHA-0502,0.277889,0.115618
UHA-0001,UHA-0503,0.276968,0.269816
UHA-0001,UHA-0504,0.226647,0.080967
UHA-0001,UHA-0505,0.235195,-0.079247
UHA-0001,UHA-0506,0.241505,0.396791
UHA-0001,UHA-0507,0.248564,0.360298
UHA-0001,UHA-0508,0.359337,0.112848
UHA-0001,UHA-0509,0.366081,-0.145374
UHA-0001,UHA-0510,0.367599,-0.089288
UHA-0001,UHA-0511,0.359568,-0.219459
UHA-0001,UHA-0512,0.344462,0.077495
UHA-0001,UHA-0513,0.400521,0.303203
UHA-0001,UHA-0514,0.410337,0.187608
UHA-0001,UHA-0515,0.408922,0.402187
UHA-0001,UHA-0516,0.433083,0.146062
UHA-0001,UHA-0517,0.42307,-0.084777
UHA-0001,UHA-0518,0.425406,-0.154806
UHA-0001,UHA-0519,0.37095,0.391161
UHA-0001,UHA-0520,0.375174,0.108983
UHA-0001,UHA-0521,0.374854,-0.119071
UHA-0001,UHA-0522,0.377893,0.262745
UHA-0001,UHA-0523,0.376569,-0.015725
UHA-0001,UHA-0524,0.397571,-0.124354
UHA-0001,UHA-0525,0.399917,0.279534
UHA-0001,UHA-0526,0.402903,-0.13736
UHA-0001,UHA-0527,0.430737,-0.204442
UHA-0001,UHA-0528,0.428448,-0.204442
UHA-0002,UHA-0003,0.270733,0.021008
UHA-0002,UHA-0004,0.0923829,-0.141219
UHA-0002,UHA-0005,0.389564,-0.231738
UHA-0002,UHA-0006,0.397606,-0.233246
UHA-0002,UHA-0007,0.141399,0.048619
UHA-0002,UHA-0008,0.104829,0.007868
UHA-0002,UHA-0009,0.261261,-0.069536
UHA-0002,UHA-0010,0.298832,-0.209888
UHA-0002,UHA-0011,0.267967,-0.134203
UHA-0002,UHA-0012,0.309294,-0.043851
UHA-0002,UHA-0013,0.202447,-0.116334
UHA-0002,UHA-0014,0.377639,-0.052212
UHA-0002,UHA-0015,0.374061,-0.082107
UHA-0002,UHA-0016,0.380691,-0.224441
UHA-0002,UHA-0017,0.401623,-0.117766
UHA-0002,UHA-0018,9847.32,-0.217476
UHA-0002,UHA-0172,0.299275,-0.243567
UHA-0002,UHA-0174,0.335394,-0.116189
UHA-0002,UHA-0175,0.336645,0.21349
UHA-0002,UHA-0176,0.335908,-0.026049
UHA-0002,UHA-0177,0.33503,0.072254
UHA-0002,UHA-0178,0.341405,0.079617
UHA-0002,UHA-0179,0.30782,-0.090307
UHA-0002,UHA-0180,0.534907,0.127366
UHA-0002,UHA-0181,0.553951,-0.238946
UHA-0002,UHA-0182,0.546591,-0.214176
UHA-0002,UHA-0183,0.272268,0.030064
UHA-0002,UHA-0186,0.362386,0.188492
UHA-0002,UHA-0187,0.144572,-0.023262
UHA-0002,UHA-0188,0.338001,-0.043659
UHA-0002,UHA-0189,0.323064,0.047311
UHA-0002,UHA-0190,0.333991,0.247086
UHA-0002,UHA-0191,0,-0.015696
UHA-0002,UHA-0193,0.167491,-0.179894
UHA-0002,UHA-0194,0.173637,-0.101133
UHA-0002,UHA-0195,0.171661,-0.051131
UHA-0002,UHA-0196,0.17123,-0.127332
UHA-0002,UHA-0197,0.237746,-0.216269
UHA-0002,UHA-0198,0.245909,-0.073665
UHA-0002,UHA-0199,0.466512,-0.245772
UHA-0002,UHA-0202,0.323081,-0.205865
UHA-0002,UHA-0203,0.467295,-0.287425
UHA-0002,UHA-0204,0.466728,-0.283377
UHA-0002,UHA-0205,0.253071,-0.151697
UHA-0002,UHA-0207,0.137824,-0.141219
UHA-0002,UHA-0208,0.349495,-0.246397
UHA-0002,UHA-0210,0.268696,-0.058144
UHA-0002,UHA-0211,0.435222,-0.109059
UHA-0002,UHA-0212,0.439263,-0.161916
UHA-0002,UHA-0213,0.313915,0.173911
UHA-0002,UHA-0214,0.315767,0.111539
UHA-0002,UHA-0215,0.308368,0.044596
UHA-0002,UHA-0216,0.30917,0.225277
UHA-0002,UHA-0217,0.341024,-0.042426
UHA-0002,UHA-0218,0.332768,-0.024163
UHA-0002,UHA-0219,0.32262,-0.152257
UHA-0002,UHA-0220,0.312807,0.000582
UHA-0002,UHA-0221,0.404708,-0.161861
UHA-0002,UHA-0222,0.407092,-0.161861
UHA-0002,UHA-0223,0.28462,-0.030273
UHA-0002,UHA-0224,0.19864,-0.247372
UHA-0002,UHA-0225,0.176874,-0.18494
UHA-0002,UHA-0226,0.163458,-0.101302
UHA-0002,UHA-0227,0.170084,-0.141567
UHA-0002,UHA-0228,0.212959,-0.124006
UHA-0002,UHA-0229,0.401623,-0.117766
UHA-0002,UHA-0230,0.413621,0.107972
UHA-0002,UHA-0231,0.135558,0.060736
UHA-0002,UHA-0232,0.145936,0.091984
UHA-0002,UHA-0233,0.1391,0.11631
UHA-0002,UHA-0234,0.284153,-0.056771
UHA-0002,UHA-0235,0.276543,-0.13717
UHA-0002,UHA-0236,0.28887,0.006164
UHA-0002,UHA-0237,0.124908,0.022179
UHA-0002,UHA-0238,0.41028,-0.111779
UHA-0002,UHA-0239,0.0523346,-0.123453
UHA-0002,UHA-0240,0.0612206,-0.193043
UHA-0002,UHA-0241,0.376725,-0.03573
UHA-0002,UHA-0242,0.0867884,0.046731
UHA-0002,UHA-0243,0.0923617,0.049762
UHA-0002,UHA-0244,0.0938711,0.170198
UHA-0002,UHA-0245,0.37689,0.105419
UHA-0002,UHA-0246,0.399732,-0.08428
UHA-0002,UHA-0247,0.378053,0.004202
UHA-0002,UHA-0248,0.270891,-0.07489
UHA-0002,UHA-0249,0.263909,-0.221218
UHA-0002,UHA-0251,0.194858,-0.006483
UHA-0002,UHA-0252,0.201185,-0.336098
UHA-0002,UHA-0254,0.322614,-0.168803
UHA-0002,UHA-0255,0.280334,-0.217895
UHA-0002,UHA-0256,0.123225,-0.00592
UHA-0002,UHA-0257,0.0659466,-0.006743
UHA-0002,UHA-0258,0.0642178,-0.097926
UHA-0002,UHA-0259,0.366758,-0.049815
UHA-0002,UHA-0260,0.0267054,-0.017151
UHA-0002,UHA-0261,0.0294341,-0.231893
UHA-0002,UHA-0262,0.328237,-0.036669
UHA-0002,UHA-0263,0.36649,-0.171827
UHA-0002,UHA-0264,0.366371,-0.181001
UHA-0002,UHA-0265,0.371796,-0.198831
UHA-0002,UHA-0266,0.363312,-0.074337
UHA-0002,UHA-0267,0.344022,-0.127756
UHA-0002,UHA-0268,0.292904,-0.136407
UHA-0002,UHA-0269,0.288976,0.08963
UHA-0002,UHA-0270,0.335425,-0.135965
UHA-0002,UHA-0271,0.335801,-0.135965
UHA-0002,UHA-0272,0.339554,-0.20523
UHA-0002,UHA-0273,0.345896,-0.256441
UHA-0002,UHA-0276,0.330249,-0.100907
UHA-0002,UHA-0277,0.336724,0.034303
UHA-0002,UHA-0278,0.33971,-0.132276
UHA-0002,UHA-0279,0.45249,0.062056
UHA-0002,UHA-0280,0.455338,-0.070074
UHA-0002,UHA-0281,0.418957,0.050016
UHA-0002,UHA-0282,0.435561,-0.007689
UHA-0002,UHA-0283,0.382466,0.084513
UHA-0002,UHA-0284,0.393961,-0.104304
UHA-0002,UHA-0285,0.400878,0.202782
UHA-0002,UHA-0287,0.414778,0.034029
UHA-0002,UHA-0288,0.432651,-0.016877
UHA-0002,UHA-0289,0.442751,-0.042101
UHA-0002,UHA-0291,0.440509,-0.037573
UHA-0002,UHA-0292,0.212644,-0.129101
UHA-0002,UHA-0293,0.215079,-0.090352
UHA-0002,UHA-0295,0.170074,-0.129101
UHA-0002,UHA-0299,0.171259,-0.090934
UHA-0002,UHA-0300,0.187304,0.054721
UHA-0002,UHA-0301,0.196437,-0.001775
UHA-0002,UHA-0302,0.225836,-0.01886
UHA-0002,UHA-0303,0.230615,0.169334
UHA-0002,UHA-0304,0.224827,-0.114028
UHA-0002,UHA-0305,0.212523,-0.188383
UHA-0002,UHA-0306,0.216265,-0.212474
UHA-0002,UHA-0307,0.216228,-0.105935
UHA-0002,UHA-0308,0.216479,0.070217
UHA-0002,UHA-0309,0.210552,-0.189677
UHA-0002,UHA-0310,0.229783,-0.121175
UHA-0002,UHA-0311,0.2292,-0.019743
UHA-0002,UHA-0312,0.238246,-0.18892
UHA-0002,UHA-0313,0.261852,0.013029
UHA-0002,UHA-0314,0.233969,-0.045585
UHA-0002,UHA-0315,0.245274,-0.147322
UHA-0002,UHA-0316,0.232623,0.112179
UHA-0002,UHA-0317,0.236841,0.058106
UHA-0002,UHA-0318,0.161693,-0.06101
UHA-0002,UHA-0319,0.258242,-0.083385
UHA-0002,UHA-0320,0.258969,0.018469
UHA-0002,UHA-0321,0.263826,-0.212474
UHA-0002,UHA-0322,0.264292,-0.016835
UHA-0002,UHA-0323,0.272658,0.159227
UHA-0002,UHA-0324,0.275173,0.060478
UHA-0002,UHA-0325,0.277115,0.047311
UHA-0002,UHA-0326,0.274908,0.028802
UHA-0002,UHA-0327,0.270055,0.231862
UHA-0002,UHA-0328,0.284878,0.103017
UHA-0002,UHA-0329,0.298456,-0.150107
UHA-0002,UHA-0330,0.298524,-0.061297
UHA-0002,UHA-0331,0.30155,-0.040382
UHA-0002,UHA-0332,0.297092,-0.272708
UHA-0002,UHA-0333,0.288353,-0.02332
UHA-0002,UHA-0334,0.309075,0.205709
UHA-0002,UHA-0335,0.302921,0.018607
UHA-0002,UHA-0337,0.303599,-0.129456
UHA-0002,UHA-0338,0.34269,0.115174
UHA-0002,UHA-0339,0.35935,0.036762
UHA-0002,UHA-0340,0.398112,-0.120312
UHA-0002,UHA-0343,0.395729,0.102577
UHA-0002,UHA-0344,0.548855,-0.024563
UHA-0002,UHA-0345,0.314018,-0.143606
UHA-0002,UHA-0346,0.341174,-0.044498
UHA-0002,UHA-0347,0.366678,0.102679
UHA-0002,UHA-0348,9847.32,-0.236578
UHA-0002,UHA-0349,0.380018,-0.098102
UHA-0002,UHA-0350,0.357017,0.134621
UHA-0002,UHA-0351,0.077801,-0.112556
UHA-0002,UHA-0352,0.35818,-0.095443
UHA-0002,UHA-0353,0.344867,0.20733
UHA-0002,UHA-0354,0.336637,0.045399
UHA-0002,UHA-0355,0.327553,-0.059567
UHA-0002,UHA-0356,0.346305,-0.167973
UHA-0002,UHA-0357,0.352773,-0.038486
UHA-0002,UHA-0358,0.353951,-0.096947
UHA-0002,UHA-0359,0.357187,-0.051522
UHA-0002,UHA-0361,0.369605,-0.133475
UHA-0002,UHA-0362,0.381041,-0.167806
UHA-0002,UHA-0363,0.383733,-0.117531
UHA-0002,UHA-0365,0.402976,-0.085284
UHA-0002,UHA-0366,0.409583,-0.065766
UHA-0002,UHA-0367,0.450204,-0.066013
UHA-0002,UHA-0368,0.453847,0.162189
UHA-0002,UHA-0369,0.460191,0.021008
UHA-0002,UHA-0370,0.483609,-0.063596
UHA-0002,UHA-0371,0.461996,0.073557
UHA-0002,UHA-0372,0.452287,-0.06278
UHA-0002,UHA-0373,0.449209,-0.091045
UHA-0002,UHA-0374,0.444325,-0.126277
UHA-0002,UHA-0375,0.443512,-0.232722
UHA-0002,UHA-0376,0.446696,-0.141931
UHA-0002,UHA-0377,0.445864,0.168525
UHA-0002,UHA-0378,0.436862,0.087379
UHA-0002,UHA-0379,0.457258,-0.066013
UHA-0002,UHA-0380,0.46339,0.135352
UHA-0002,UHA-0381,0.465671,0.033524
UHA-0002,UHA-0382,0.456628,0.060765
UHA-0002,UHA-0383,0.476623,-0.09526
UHA-0002,UHA-0384,0.482108,0.271906
UHA-0002,UHA-0385,0.478024,0.120871
UHA-0002,UHA-0386,0.476803,0.123552
UHA-0002,UHA-0387,0.48662,-0.037115
UHA-0002,UHA-0388,0.496814,0.067278
UHA-0002,UHA-0389,0.48935,0.195628
UHA-0002,UHA-0390,0.501632,0.109514
UHA-0002,UHA-0391,0.493468,0.062056
UHA-0002,UHA-0392,0.445151,0.000907
UHA-0002,UHA-0393,0.438412,0.044684
UHA-0002,UHA-0394,0.433059,-0.066013
UHA-0002,UHA-0395,0.432891,-0.14028
UHA-0002,UHA-0396,0.427656,0.037832
UHA-0002,UHA-0397,0.43529,0.052983
UHA-0002,UHA-0398,0.41584,-0.104852
UHA-0002,UHA-0399,0.357283,-0.009372
UHA-0002,UHA-0400,0.402823,-0.170602
UHA-0002,UHA-0401,0.39078,-0.138536
UHA-0002,UHA-0402,0.388593,0.014426
UHA-0002,UHA-0403,0.393249,0.013902
UHA-0002,UHA-0404,0.375188,0.037596
UHA-0002,UHA-0405,0.361859,0.209057
UHA-0002,UHA-0406,0.366097,0.043973
UHA-0002,UHA-0407,0.374018,0.021243
UHA-0002,UHA-0408,0.366097,0.043601
UHA-0002,UHA-0409,0.372915,0.016819
UHA-0002,UHA-0410,0.373581,-0.00261
UHA-0002,UHA-0411,0.377165,-0.044234
UHA-0002,UHA-0412,0.376255,-0.00261
UHA-0002,UHA-0413,0.381971,-0.001503
UHA-0002,UHA-0414,0.394624,0.021008
UHA-0002,UHA-0415,0.411727,-0.072738
UHA-0002,UHA-0416,0.403262,0.051946
UHA-0002,UHA-0417,0.413627,0.082926
UHA-0002,UHA-0418,0.417553,0.127059
UHA-0002,UHA-0419,0.377149,0.180715
UHA-0002,UHA-0420,0.365779,0.034693
UHA-0002,UHA-0421,0.356203,0.056638
UHA-0002,UHA-0422,0.345628,0.110857
UHA-0002,UHA-0423,0.343033,0.063702
UHA-0002,UHA-0424,0.331641,-0.156941
UHA-0002,UHA-0425,0.331415,-0.167973
UHA-0002,UHA-0461,0.498203,0.025134
UHA-0002,UHA-0462,0.498487,-0.020358
UHA-0002,UHA-0463,0.499734,-0.165536
UHA-0002,UHA-0464,0.50523,-0.01833
UHA-0002,UHA-0465,0.496152,-0.048156
UHA-0002,UHA-0466,0.497778,-0.086462
UHA-0002,UHA-0467,0.502148,-0.139566
