Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
UHA-0156,8,UHA-0012,8,8,1, 8.19744799351951E-0001,UHA-0177,8,8,2, 1.04353302345467E+0000, 1.20876507202075E-0001,-,8,4, 2.54564946414502E-0001, 2.54564946414502E-0001,-,
UHA-0157,8,UHA-0012,8,8,0, 6.08932661591807E+0000,UHA-0258,8,8,0, 6.43717518614938E+0000, 5.71903769052879E+0000,*,8,0, 9.86519305568418E+0000, 7.68177618296661E+0000,*,
UHA-0157,8,UHA-0012,8,8,0, 6.08932661591807E+0000,UHA-0257,8,8,2, 7.18137495620592E-0001, 0.00000000000000E+0000,,8,2, 2.18341687271757E+0000, 0.00000000000000E+0000,,
UHA-0157,8,UHA-0012,8,8,0, 6.08932661591807E+0000,UHA-0284,8,8,2, 3.28897320914342E-0001, 0.00000000000000E+0000,,8,2, 2.07073649579145E+0000, 0.00000000000000E+0000,,
UHA-0158,8,UHA-0012,8,8,0, 4.89790940144961E+0000,UHA-0339,8,8,2, 3.08783094412598E+0000, 0.00000000000000E+0000,,8,2, 4.88873283684436E+0000, 1.00835081057747E+0000,-,
UHA-0158,8,UHA-0012,8,8,0, 4.89790940144961E+0000,UHA-0284,8,8,2, 2.28513627856305E+0000, 0.00000000000000E+0000,,8,2, 3.88038202626689E+0000, 0.00000000000000E+0000,,
UHA-0158,8,UHA-0012,8,8,0, 4.89790940144961E+0000,UHA-0256,8,8,1, 3.96880360856606E+0000, 8.80972664440085E-0001,-,8,3, 1.13068299085613E+0000, 0.00000000000000E+0000,,
UHA-0159,8,UHA-0012,8,8,0, 5.51028434106574E+0000,UHA-0260,8,8,0, 5.61351444126274E+0000, 3.06329115547157E+0000,+,8,0, 8.35661257380043E+0000, 4.10903294644186E+0000,*,
UHA-0159,8,UHA-0012,8,8,0, 5.51028434106574E+0000,UHA-0010,8,8,1, 2.55022328579117E+0000, 0.00000000000000E+0000,,8,1, 4.24757962735857E+0000, 0.00000000000000E+0000,,
UHA-0159,8,UHA-0012,8,8,0, 5.51028434106574E+0000,UHA-0261,8,8,1, 2.01077803911259E+0000, 0.00000000000000E+0000,,8,1, 3.70383085755641E+0000, 0.00000000000000E+0000,,
UHA-0160,8,UHA-0012,8,8,0, 7.60858934777178E+0000,UHA-0257,8,8,0, 5.93239481862363E+0000, 2.39062224777541E+0000,+,8,0, 9.36294822468035E+0000, 6.17811759652169E+0000,*,
UHA-0160,8,UHA-0012,8,8,0, 7.60858934777178E+0000,UHA-0266,8,8,1, 3.54177257084823E+0000, 0.00000000000000E+0000,,8,2, 3.18483062815866E+0000, 0.00000000000000E+0000,,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0260,8,8,0, 6.54784455086787E+0000, 3.74762463380833E+0000,+,8,0, 9.71128274882401E+0000, 7.28068407526070E+0000,*,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0011,8,8,1, 2.67260383391414E+0000, 0.00000000000000E+0000,,8,2, 2.43059867356331E+0000, 0.00000000000000E+0000,,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0009,8,8,1, 2.46891468209883E+0000, 0.00000000000000E+0000,,8,2, 1.89144167499170E+0000, 0.00000000000000E+0000,,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0015,8,8,1, 1.12312833525267E+0000, 0.00000000000000E+0000,,8,2, 1.73930010787229E+0000, 0.00000000000000E+0000,,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0263,8,8,1, 7.66894963701407E-0001, 0.00000000000000E+0000,,8,2, 1.72461046964275E+0000, 0.00000000000000E+0000,,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0010,8,8,1, 7.65396217488487E-0001, 0.00000000000000E+0000,,8,2, 1.71054722077105E+0000, 0.00000000000000E+0000,,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0016,7,7,1, 1.65892404717401E-0001, 0.00000000000000E+0000,,7,2, 4.30280524504926E-0001, 0.00000000000000E+0000,,
UHA-0162,7,UHA-0012,8,7,0, 4.18050867051474E+0000,UHA-0177,8,7,0, 6.69476955004861E+0000, 3.61414170506126E+0000,+,7,0, 8.90173998534798E+0000, 5.70331785312685E+0000,*,
UHA-0162,7,UHA-0012,8,7,0, 4.18050867051474E+0000,UHA-0330,8,7,1, 1.87398018758235E+0000, 0.00000000000000E+0000,,7,1, 3.19842213222113E+0000, 0.00000000000000E+0000,,
UHA-0162,7,UHA-0012,8,7,0, 4.18050867051474E+0000,UHA-0347,8,7,1, 1.12645726512905E+0000, 0.00000000000000E+0000,,7,1, 2.33989834241588E+0000, 0.00000000000000E+0000,,
UHA-0162,7,UHA-0012,8,7,0, 4.18050867051474E+0000,UHA-0303,8,7,2,-9.87428214026977E-0003, 0.00000000000000E+0000,,7,2, 4.31701226173442E-0001, 0.00000000000000E+0000,,
UHA-0163,8,UHA-0012,8,8,1, 5.32784987846463E+0000,UHA-0258,8,8,1, 2.92615416916546E+0000, 7.42078265184276E-0001,-,8,2, 4.78762646880559E+0000, 2.81360905281316E+0000,+,
UHA-0163,8,UHA-0012,8,8,1, 5.32784987846463E+0000,UHA-0016,7,7,1, 2.18407590398119E+0000, 0.00000000000000E+0000,,7,2, 1.97401741599243E+0000, 0.00000000000000E+0000,,
UHA-0163,8,UHA-0012,8,8,1, 5.32784987846463E+0000,UHA-0257,8,8,2, 5.08961469503401E-0001, 0.00000000000000E+0000,,8,3, 1.34167754512968E+0000, 0.00000000000000E+0000,,
UHA-0163,8,UHA-0012,8,8,1, 5.32784987846463E+0000,UHA-0284,8,8,2,-9.09815747918562E-0001, 0.00000000000000E+0000,,8,3, 5.17444739704551E-0001, 0.00000000000000E+0000,,
UHA-0163,8,UHA-0012,8,8,1, 5.32784987846463E+0000,UHA-0340,8,8,3,-1.63724150465837E+0000, 0.00000000000000E+0000,,8,3, 4.96878159686628E-0001, 0.00000000000000E+0000,,
UHA-0164,8,UHA-0016,7,7,0, 7.21809522406701E+0000,UHA-0264,8,8,0, 9.52135426395706E+0000, 6.32942892876125E+0000,*,8,1, 5.66618915947660E+0000, 4.57056832823537E-0001,-,
UHA-0164,8,UHA-0016,7,7,0, 7.21809522406701E+0000,UHA-0266,8,8,1, 3.19192533519581E+0000, 0.00000000000000E+0000,,8,1, 5.20913232665306E+0000, 0.00000000000000E+0000,,
UHA-0164,8,UHA-0016,7,7,0, 7.21809522406701E+0000,UHA-0210,8,8,2,-1.55739761048870E-0001, 0.00000000000000E+0000,,8,2, 6.26389262808051E-0001, 0.00000000000000E+0000,,
UHA-0164,8,UHA-0016,7,7,0, 7.21809522406701E+0000,UHA-0011,8,8,2,-5.16069342180972E-0001, 0.00000000000000E+0000,,8,2, 1.31875300937936E-0001, 0.00000000000000E+0000,,
UHA-0164,8,UHA-0016,7,7,0, 7.21809522406701E+0000,UHA-0009,8,8,2,-5.78662936542673E-0001, 0.00000000000000E+0000,,8,2, 1.02466946095097E-0002, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0266,8,8,1, 3.50948373792604E+0000, 0.00000000000000E+0000,,8,1, 4.38727775789170E+0000, 1.84847796586822E+0000,+,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0257,8,8,2, 1.14310829247486E+0000, 0.00000000000000E+0000,,8,2, 2.53879979202348E+0000, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0011,8,8,1, 2.55780602779310E+0000, 0.00000000000000E+0000,,8,2, 6.15233258515139E-0001, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0009,8,8,1, 2.45193847137538E+0000, 0.00000000000000E+0000,,8,2, 5.04408941895166E-0001, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0263,8,8,0, 4.27458378502161E+0000, 2.73249290624911E-0002,-,8,2, 4.53583596518034E-0001, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0010,8,8,0, 4.24725885595912E+0000, 0.00000000000000E+0000,,8,2, 4.38777448312267E-0001, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0015,8,8,0, 4.22052889740219E+0000, 0.00000000000000E+0000,,8,2, 4.36788308348473E-0001, 0.00000000000000E+0000,,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0248,8,8,3,-6.34763823337032E-0002, 0.00000000000000E+0000,,8,3, 1.73785554404733E-0001, 0.00000000000000E+0000,,
UHA-0167,7,UHA-0016,7,7,2,-2.66866483144607E+0000,UHA-0013,8,7,0, 4.78383793000796E+0000, 0.00000000000000E+0000,,7,4, 2.69553085309945E+0000, 0.00000000000000E+0000,,
UHA-0167,7,UHA-0016,7,7,2,-2.66866483144607E+0000,UHA-0267,8,7,0, 4.78383793000796E+0000, 0.00000000000000E+0000,,7,4, 2.69553085309945E+0000, 0.00000000000000E+0000,,
UHA-0167,7,UHA-0016,7,7,2,-2.66866483144607E+0000,UHA-0260,8,7,1, 4.88253943297408E+0000, 9.87015029661196E-0002,-,7,4, 2.62607089647130E+0000, 0.00000000000000E+0000,,
UHA-0167,7,UHA-0016,7,7,2,-2.66866483144607E+0000,UHA-0230,7,6,2,-1.01202255550290E+0000, 0.00000000000000E+0000,,6,3, 9.53006397970751E-0001, 0.00000000000000E+0000,,
