Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
UHA-0137,8,UHA-0010,8,8,0, 5.60838307366753E+0000,UHA-0259,8,8,1, 2.42131576044139E+0000, 0.00000000000000E+0000,,8,1, 4.89041804913380E+0000, 2.39581319335447E+0000,+,
UHA-0138,8,UHA-0010,8,8,0, 4.47979079431826E+0000,UHA-0345,8,8,1, 4.16988048728021E+0000, 4.25068309279797E-0001,-,8,1, 7.34078179855098E+0000, 4.48519097624259E+0000,*,
UHA-0139,8,UHA-0010,8,8,1, 3.27086187130829E+0000,UHA-0282,8,8,1, 4.00247379703127E+0000, 2.57646376218482E+0000,+,8,2, 4.29809048127978E+0000, 3.31772038386317E+0000,+,
UHA-0140,8,UHA-0010,8,8,0, 5.50979722671276E+0000,UHA-0260,8,8,1, 3.53157905691839E+0000, 0.00000000000000E+0000,,8,2, 2.37086245200371E+0000, 2.37086245200371E+0000,+,
UHA-0141,8,UHA-0010,8,8,0, 5.95391015084940E+0000,UHA-0317,8,8,2, 2.12247807537576E+0000, 2.01267039312371E-0001,-,8,3, 1.90700936719502E+0000, 1.27608090664611E+0000,-,
UHA-0142,8,UHA-0010,8,8,0, 4.91862106532948E+0000,UHA-0261,8,8,0, 3.92158814761512E+0000, 1.78088481514050E+0000,-,8,2, 1.46271366060921E+0000, 4.55758770729982E-0001,-,
UHA-0143,8,UHA-0010,8,8,0, 6.30283530797219E+0000,UHA-0259,8,8,1, 2.68354619928568E+0000, 0.00000000000000E+0000,,8,1, 6.10762925684035E+0000, 2.98877263551664E+0000,+,
UHA-0144,8,UHA-0010,8,8,0, 4.60314416115280E+0000,UHA-0259,8,8,1, 3.64314376043703E+0000, 0.00000000000000E+0000,,8,1, 5.67474669840068E+0000, 2.69157494056172E+0000,+,
UHA-0146,7,UHA-0010,8,7,0, 4.36464054314911E+0000,UHA-0259,8,7,0, 3.50018795485278E+0000, 0.00000000000000E+0000,,7,0, 6.00446682368194E+0000, 0.00000000000000E+0000,,
UHA-0146,7,UHA-0010,8,7,0, 4.36464054314911E+0000,UHA-0269,8,7,0, 3.50018795485278E+0000, 0.00000000000000E+0000,,7,0, 6.00446682368194E+0000, 0.00000000000000E+0000,,
UHA-0148,8,UHA-0012,8,8,1, 4.39125222159044E+0000,UHA-0203,8,8,3, 1.08165183906134E+0000, 0.00000000000000E+0000,,8,4, 1.96023809701173E+0000, 2.91954036236546E-0001,-,
UHA-0150,8,UHA-0012,8,8,0, 4.94285654461570E+0000,UHA-0266,8,8,0, 7.29918531237211E+0000, 5.06318849080247E+0000,*,8,0, 9.83550752699305E+0000, 8.48939589253831E+0000,*,
UHA-0151,8,UHA-0012,8,8,0, 8.26602097822097E+0000,UHA-0264,8,8,1, 1.52858137762980E+0000, 0.00000000000000E+0000,,8,2, 9.37863373089976E-0001, 2.01040017284966E-0001,-,
UHA-0152,8,UHA-0012,8,8,0, 3.75953403894583E+0000,UHA-0260,8,8,0, 7.39908097483400E+0000, 3.43881362358993E+0000,+,8,0, 1.05573181292872E+0001, 9.86122785662829E+0000,*,
UHA-0153,8,UHA-0012,8,8,0, 7.72530746372287E+0000,UHA-0260,8,8,1, 4.47668299505409E+0000, 3.93425319486101E+0000,+,8,1, 7.06797497036895E+0000, 7.06797497036895E+0000,*,
UHA-0154,8,UHA-0012,8,8,1, 2.00719946313520E+0000,UHA-0258,8,8,2, 9.55454503017160E-0003, 0.00000000000000E+0000,,8,2, 2.70928241696340E+0000, 1.23779970845779E-0001,-,
UHA-0155,8,UHA-0012,8,8,0, 5.44645457252214E+0000,UHA-0257,8,8,0, 5.50919263389719E+0000, 2.24380355381572E+0000,-,8,1, 6.73892514201906E+0000, 4.43792849385711E+0000,*,
UHA-0156,8,UHA-0012,8,8,1, 8.19744799351951E-0001,UHA-0177,8,8,2, 1.04353302345467E+0000, 1.20876507202075E-0001,-,8,4, 2.54564946414502E-0001, 2.54564946414502E-0001,-,
UHA-0157,8,UHA-0012,8,8,0, 6.08932661591807E+0000,UHA-0258,8,8,0, 6.43717518614938E+0000, 5.71903769052879E+0000,*,8,0, 9.86519305568418E+0000, 7.68177618296661E+0000,*,
UHA-0158,8,UHA-0012,8,8,0, 4.89790940144961E+0000,UHA-0339,8,8,2, 3.08783094412598E+0000, 0.00000000000000E+0000,,8,2, 4.88873283684436E+0000, 1.00835081057747E+0000,-,
UHA-0159,8,UHA-0012,8,8,0, 5.51028434106574E+0000,UHA-0260,8,8,0, 5.61351444126274E+0000, 3.06329115547157E+0000,+,8,0, 8.35661257380043E+0000, 4.10903294644186E+0000,*,
UHA-0160,8,UHA-0012,8,8,0, 7.60858934777178E+0000,UHA-0257,8,8,0, 5.93239481862363E+0000, 2.39062224777541E+0000,+,8,0, 9.36294822468035E+0000, 6.17811759652169E+0000,*,
UHA-0161,8,UHA-0012,8,8,0, 4.99611081613043E+0000,UHA-0260,8,8,0, 6.54784455086787E+0000, 3.74762463380833E+0000,+,8,0, 9.71128274882401E+0000, 7.28068407526070E+0000,*,
UHA-0162,7,UHA-0012,8,7,0, 4.18050867051474E+0000,UHA-0177,8,7,0, 6.69476955004861E+0000, 3.61414170506126E+0000,+,7,0, 8.90173998534798E+0000, 5.70331785312685E+0000,*,
UHA-0163,8,UHA-0012,8,8,1, 5.32784987846463E+0000,UHA-0258,8,8,1, 2.92615416916546E+0000, 7.42078265184276E-0001,-,8,2, 4.78762646880559E+0000, 2.81360905281316E+0000,+,
UHA-0164,8,UHA-0016,7,7,0, 7.21809522406701E+0000,UHA-0264,8,8,0, 9.52135426395706E+0000, 6.32942892876125E+0000,*,8,1, 5.66618915947660E+0000, 4.57056832823537E-0001,-,
UHA-0165,8,UHA-0016,7,7,0, 3.79947878260426E+0000,UHA-0266,8,8,1, 3.50948373792604E+0000, 0.00000000000000E+0000,,8,1, 4.38727775789170E+0000, 1.84847796586822E+0000,+,
UHA-0167,7,UHA-0016,7,7,2,-2.66866483144607E+0000,UHA-0013,8,7,0, 4.78383793000796E+0000, 0.00000000000000E+0000,,7,4, 2.69553085309945E+0000, 0.00000000000000E+0000,,
UHA-0167,7,UHA-0016,7,7,2,-2.66866483144607E+0000,UHA-0267,8,7,0, 4.78383793000796E+0000, 0.00000000000000E+0000,,7,4, 2.69553085309945E+0000, 0.00000000000000E+0000,,
