Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
UHA-0043,9,UHA-0260,9,9,0, 5.33392498265263E+0000,UHA-0261,9,9,0, 5.77097528094418E+0000, 5.77097528094418E+0000,*,9,1, 4.50661201814219E+0000, 4.50661201814219E+0000,*,
UHA-0045,9,UHA-0260,9,9,0, 1.12946642874337E+0001,UHA-0016,7,7,0, 3.09348786854925E+0000, 3.09348786854925E+0000,+,7,1, 8.74875630516849E-0001, 8.74875630516849E-0001,+,
UHA-0047,9,UHA-0260,9,9,0, 9.27664115342635E+0000,UHA-0256,8,8,2,-3.92583045164065E+0000, 0.00000000000000E+0000,,8,2,-2.25279348472397E+0000, 0.00000000000000E+0000,,
UHA-0052,9,UHA-0260,9,9,0, 1.33197967034985E+0001,UHA-0016,7,7,0, 1.72901644359673E+0000, 1.72901644359673E+0000,+,7,2,-4.02797564253163E+0000, 0.00000000000000E+0000,,
UHA-0056,7,UHA-0260,9,7,0, 3.30320081885306E+0000,UHA-0258,8,7,0, 6.32444505569334E+0000, 2.84424311635088E+0000,+,7,0, 8.07019749424081E+0000, 8.07019749424081E+0000,*,
UHA-0068,8,UHA-0014,8,8,0, 4.79863752220952E+0000,UHA-0264,8,8,0, 5.67956725028246E+0000, 1.14275428148680E+0000,-,8,0, 7.85534531199768E+0000, 2.49493921227782E+0000,+,
UHA-0070,8,UHA-0014,8,8,0, 7.95150640347124E+0000,UHA-0262,8,8,0, 8.53052484820645E+0000, 1.19640959658314E+0000,-,8,0, 8.11950556635364E+0000, 6.77197589834567E-0001,-,
UHA-0071,8,UHA-0014,8,8,0, 5.05306684100708E+0000,UHA-0266,8,8,0, 7.43459227110558E+0000, 2.37457603357874E+0000,+,8,0, 9.95113532286714E+0000, 9.95113532286714E+0000,*,
UHA-0075,8,UHA-0014,8,8,0, 7.21471867699265E+0000,UHA-0264,8,8,1,-7.50409594871615E-0001, 0.00000000000000E+0000,,8,1, 9.73989193594654E-0001, 7.42172471450076E-0001,-,
UHA-0077,8,UHA-0014,8,8,0, 7.07721449959698E+0000,UHA-0263,8,8,0, 7.45773426794066E+0000, 0.00000000000000E+0000,,8,1, 2.55985884382540E+0000, 1.93000888382865E+0000,+,
UHA-0079,8,UHA-0014,8,8,0, 8.85118580053254E+0000,UHA-0267,8,8,0, 8.58936124711868E+0000, 2.19253423360252E-0001,-,8,0, 8.83038631472096E+0000, 6.88690635222970E-0001,-,
UHA-0080,8,UHA-0014,8,8,0, 6.03401902964130E+0000,UHA-0265,8,8,0, 7.83399299794004E+0000, 1.11483368871617E+0000,-,8,0, 9.73581484699967E+0000, 9.73581484699967E+0000,*,
UHA-0081,8,UHA-0014,8,8,0, 7.95150640347124E+0000,UHA-0262,8,8,0, 8.53052484820645E+0000, 1.19640959658314E+0000,-,8,0, 8.11950556635364E+0000, 6.77197589834567E-0001,-,
UHA-0091,9,UHA-0014,8,8,1,-7.88263504511057E-0001,UHA-0266,8,8,1, 7.23517828717672E-0001, 0.00000000000000E+0000,,8,2, 3.25038420877162E+0000, 3.25038420877162E+0000,+,
UHA-0098,8,UHA-0257,8,8,0, 5.94929611996370E+0000,UHA-0260,9,8,0, 8.70080042391934E+0000, 4.53758746990436E+0000,*,8,0, 1.19071443393846E+0001, 6.80061768952446E+0000,*,
UHA-0099,8,UHA-0257,8,8,0, 9.48239222133514E+0000,UHA-0258,8,8,0, 7.81679564874637E+0000, 7.81679564874637E+0000,*,8,0, 9.73582315424033E+0000, 9.73582315424033E+0000,*,
UHA-0101,8,UHA-0257,8,8,0, 5.16808412041525E+0000,UHA-0260,9,8,0, 6.60936241706024E+0000, 6.60936241706024E+0000,*,8,1, 4.69125267471755E+0000, 4.69125267471755E+0000,*,
UHA-0105,8,UHA-0257,8,8,0, 7.91836125821945E+0000,UHA-0258,8,8,0, 8.07305594622178E+0000, 6.78629222762794E+0000,*,8,1, 5.71557491548791E+0000, 5.71557491548791E+0000,*,
UHA-0106,8,UHA-0257,8,8,0, 7.68335533389024E+0000,UHA-0260,9,8,0, 4.57228775937368E+0000, 1.14368407434195E-0002,-,8,0, 8.03598102337207E+0000, 1.17605290682423E-0002,-,
UHA-0109,8,UHA-0257,8,8,0, 6.75399238929872E+0000,UHA-0261,9,8,0, 7.16319020390698E+0000, 7.16319020390698E+0000,*,8,0, 1.09716582083413E+0001, 1.09716582083413E+0001,*,
UHA-0111,8,UHA-0257,8,8,0, 6.18608279623876E+0000,UHA-0015,8,8,1, 1.41044663949753E+0000, 0.00000000000000E+0000,,8,2,-4.30482171728029E-0001, 0.00000000000000E+0000,,
UHA-0112,8,UHA-0257,8,8,4,-1.45673232017795E+0001,UHA-0256,8,8,3,-6.91578497977676E+0000, 0.00000000000000E+0000,,8,4, 3.30844398910021E+0000, 1.46537524425595E+0000,+,
UHA-0113,8,UHA-0257,8,8,3,-7.17968582840240E+0000,UHA-0332,9,8,2,-5.52967178474633E+0000, 0.00000000000000E+0000,,8,3, 2.36757208364650E+0000, 6.62988688637440E-0001,-,
UHA-0114,8,UHA-0257,8,8,0, 8.05259156463284E+0000,UHA-0260,9,8,1, 1.23691063287030E+0000, 1.16099529477095E+0000,-,8,1, 2.32561132777171E+0000, 2.32561132777171E+0000,+,
UHA-0123,8,UHA-0010,9,8,1, 5.22286745701951E-0001,UHA-0259,9,8,0, 5.22777279534974E+0000, 3.99134260672907E+0000,*,8,3,-7.26690477639308E-0001, 0.00000000000000E+0000,,
UHA-0124,9,UHA-0010,9,9,0, 7.97361199887452E+0000,UHA-0259,9,9,1, 1.73794551466912E+0000, 0.00000000000000E+0000,,9,1, 3.73146242263022E+0000, 3.53061193959453E+0000,*,
UHA-0125,9,UHA-0010,9,9,0, 7.09674417703377E+0000,UHA-0016,7,7,0, 2.43868072724434E+0000, 0.00000000000000E+0000,,7,1, 1.10251409687095E+0000, 1.10251409687095E+0000,+,
UHA-0128,9,UHA-0010,9,9,0, 7.25332117991359E+0000,UHA-0259,9,9,2,-2.25296767256603E+0000, 0.00000000000000E+0000,,9,2,-8.12593602129779E-0001, 0.00000000000000E+0000,,
UHA-0129,9,UHA-0010,9,9,0, 4.72361045211817E+0000,UHA-0259,9,9,1, 3.05606373610164E+0000, 2.20946173186617E+0000,+,9,1, 5.79886786651610E+0000, 4.89362806402955E+0000,*,
UHA-0130,8,UHA-0010,9,8,0, 6.35505603139173E+0000,UHA-0259,9,8,1, 6.27974582959079E-0001, 0.00000000000000E+0000,,8,1, 3.26742641427680E+0000, 3.26742641427680E+0000,+,
UHA-0131,9,UHA-0010,9,9,0, 7.50937597377440E+0000,UHA-0016,7,7,0, 3.08525175205617E+0000, 0.00000000000000E+0000,,7,1, 1.27880509040685E+0000, 1.27880509040685E+0000,+,
UHA-0132,8,UHA-0010,9,8,0, 6.01906388699321E+0000,UHA-0263,8,8,0, 7.44308298617137E+0000, 2.46117996443842E+0000,+,8,3,-3.58029768673127E+0000, 0.00000000000000E+0000,,
UHA-0133,9,UHA-0010,9,9,0, 8.16933962876987E+0000,UHA-0263,8,8,0, 7.25676420548375E+0000, 4.58130839683996E+0000,*,8,2,-3.70700026117013E-0001, 0.00000000000000E+0000,,
UHA-0137,8,UHA-0010,9,8,0, 6.35505603139173E+0000,UHA-0259,9,8,1, 6.27974582959079E-0001, 0.00000000000000E+0000,,8,1, 3.26742641427680E+0000, 3.26742641427680E+0000,+,
UHA-0138,9,UHA-0010,9,9,0, 6.24600529422097E+0000,UHA-0345,9,9,2,-1.42979373229744E+0000, 0.00000000000000E+0000,,9,2, 1.48799718994274E+0000, 1.48799718994274E+0000,+,
UHA-0139,9,UHA-0010,9,9,2,-2.36339508671594E+0000,UHA-0282,9,9,1, 2.95757498833743E+0000, 2.95757498833743E+0000,+,9,3, 2.80230791456254E+0000, 2.80230791456254E+0000,+,
UHA-0140,9,UHA-0010,9,9,0, 7.21354785225525E+0000,UHA-0260,9,9,1, 2.82869687523073E+0000, 0.00000000000000E+0000,,9,2,-8.36330760095415E-0001, 0.00000000000000E+0000,,
UHA-0141,9,UHA-0010,9,9,0, 7.85206053458659E+0000,UHA-0266,8,8,2,-3.06999169616594E+0000, 0.00000000000000E+0000,,8,3,-5.77134008051155E+0000, 0.00000000000000E+0000,,
UHA-0142,9,UHA-0010,9,9,0, 6.58960837879242E+0000,UHA-0261,9,9,0, 5.38528735279542E+0000, 4.04293580902596E+0000,*,9,2,-1.75713106740254E+0000, 0.00000000000000E+0000,,
UHA-0143,8,UHA-0010,9,8,0, 7.12979703660790E+0000,UHA-0259,9,8,1, 9.22583840202174E-0001, 0.00000000000000E+0000,,8,1, 4.50576248375090E+0000, 4.50576248375090E+0000,*,
UHA-0144,9,UHA-0010,9,9,0, 6.35885163156292E+0000,UHA-0259,9,9,1, 3.07569591951449E+0000, 8.01839897157282E-0001,-,9,1, 5.22493549497595E+0000, 5.22493549497595E+0000,*,
UHA-0146,8,UHA-0010,9,8,0, 5.96716672349749E+0000,UHA-0259,9,8,0, 5.11157910852663E+0000, 1.11679543115501E+0000,-,8,0, 7.71173586052684E+0000, 1.12135561252470E+0000,+,
UHA-0148,8,UHA-0012,8,8,1, 2.79259219735211E+0000,UHA-0187,9,8,2,-1.90915887758778E+0000, 0.00000000000000E+0000,,8,3,-2.57562313283109E+0000, 0.00000000000000E+0000,,
UHA-0150,8,UHA-0012,8,8,0, 5.48467453025303E+0000,UHA-0266,8,8,0, 8.13546937189885E+0000, 7.68822947467488E+0000,*,8,0, 1.07100704186073E+0001, 1.07100704186073E+0001,*,
UHA-0151,8,UHA-0012,8,8,0, 9.10934309041181E+0000,UHA-0264,8,8,1,-3.11335841354091E-0001, 0.00000000000000E+0000,,8,2,-3.28299227113544E+0000, 0.00000000000000E+0000,,
UHA-0152,9,UHA-0012,8,8,0, 4.21921920138705E+0000,UHA-0260,9,9,0, 9.23708414649482E+0000, 4.99302025826772E+0000,*,9,0, 1.26553020418584E+0001, 1.26553020418584E+0001,*,
UHA-0153,8,UHA-0012,8,8,0, 8.36706766686215E+0000,UHA-0260,9,8,1, 2.78822610055786E+0000, 2.78822610055786E+0000,+,8,1, 5.55862620249760E+0000, 5.55862620249760E+0000,*,
UHA-0154,8,UHA-0012,8,8,1, 2.40837989312834E-0001,UHA-0258,8,8,2,-4.16432128555625E+0000, 0.00000000000000E+0000,,8,2, 7.48447005073733E-0001, 1.39399681807456E-0002,-,
UHA-0155,8,UHA-0012,8,8,0, 6.08666891785432E+0000,UHA-0257,8,8,0, 6.22614640369769E+0000, 4.66364708749631E+0000,*,8,1, 5.21582666092276E+0000, 5.21582666092276E+0000,*,
UHA-0156,8,UHA-0012,8,8,1,-1.12467415856057E+0000,UHA-0177,9,8,2,-3.06073543351920E+0000, 0.00000000000000E+0000,,8,4,-6.07450040391969E+0000, 0.00000000000000E+0000,,
UHA-0157,8,UHA-0012,8,8,0, 6.77514341216273E+0000,UHA-0258,8,8,0, 7.12570765244216E+0000, 7.12570765244216E+0000,*,8,0, 1.05900907335216E+0001, 1.05900907335216E+0001,*,
UHA-0158,8,UHA-0012,8,8,0, 5.46895050698641E+0000,UHA-0339,9,8,2,-7.58235126464323E-0001, 0.00000000000000E+0000,,8,2, 9.55761798585516E-0001, 9.55761798585516E-0001,+,
UHA-0159,9,UHA-0012,8,8,0, 6.15402604977784E+0000,UHA-0260,9,9,0, 7.27898225425192E+0000, 5.37512074608054E+0000,*,9,0, 1.00503192919589E+0001, 6.45603069462937E+0000,*,
UHA-0160,8,UHA-0012,8,8,0, 8.37626781969838E+0000,UHA-0257,8,8,0, 6.66229560697957E+0000, 4.75121090415706E+0000,*,8,0, 1.01268370019172E+0001, 1.01268370019172E+0001,*,
UHA-0161,9,UHA-0012,8,8,0, 5.50254866958480E+0000,UHA-0260,9,9,0, 8.32678755892655E+0000, 5.15785351048928E+0000,*,9,0, 1.17451383201924E+0001, 1.17451383201924E+0001,*,
UHA-0162,7,UHA-0012,8,7,0, 4.70009089102027E+0000,UHA-0177,9,7,0, 7.39692840850974E+0000, 3.92171653730105E+0000,*,7,0, 9.62399318515092E+0000, 8.26033233802147E+0000,*,
UHA-0163,8,UHA-0012,8,8,1, 3.74730742558125E+0000,UHA-0258,8,8,1, 1.17785191023255E+0000, 7.43447951999709E-0001,-,8,2, 2.89008927297228E+0000, 2.87182507257259E+0000,+,
UHA-0164,8,UHA-0016,7,7,0, 7.92840501605608E+0000,UHA-0264,8,8,0, 1.04327219016678E+0001, 8.90532472629257E+0000,*,8,1, 3.94582671435531E+0000, 4.49318238282163E-0001,-,
UHA-0165,8,UHA-0016,7,7,0, 4.35005732066079E+0000,UHA-0266,8,8,1, 1.88774393456307E+0000, 0.00000000000000E+0000,,8,1, 2.65506543053991E+0000, 2.65506543053991E+0000,+,
UHA-0167,8,UHA-0016,7,7,2,-7.11399536169215E+0000,UHA-0260,9,8,1, 4.30459208030121E+0000, 0.00000000000000E+0000,,8,4,-3.79192200308230E-0001, 0.00000000000000E+0000,,
