"PlantId","ProvenanceType","SuppliedAs","ReceivedYear","CalcFullName","CalcNameSort","TradeSeries","Trademark","TrademarkRegistered","LivingAccessionDonor","Collectors","FieldNumber","CollectionDay","CollectionMonth","CollectionYear","LocalityNotes","GardenLocalityName","GardenSubarea3","GardenSubarea5","GardenSubarea4","CalcRemainingPlantQuantity","GardenSubarea1","GardenSubarea2","GardenLayout","Annotate","GardenSequence","Latitude","Longitude","HazardCode","HazardNote","CommemorationCategory","CommemorationText","CommemorationDate","CommemorationPerson","Sponsor","CommemorationNotes","Inventnote","Invcomment","Comments","Quercus_tf"
"1186-2004*1","w","seed",2004,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-158",11,11,2004,"in Shaw Nature Reserve","Quercus","south section","",NA,1,"L-93","07-92","","T",940,41.814524,-88.053611,"","","","","","","","","","","",TRUE
"36-2014*1","w","seed",2014,"Quercus hemisphaerica W.Bartram ex Willd. [1]","QUERCUSHEMISPHAERICA1",NA,"","","DAWES ARB.","?","s.n.",1,10,2013,"","Quercus","","",NA,1,"L-103","19-71","","ND",4540,41.814647,-88.050024,"","","","","","","","","","","",TRUE
"498-2005*2","z","plant",2005,"Quercus petraea (Matt.) Liebl. [1]","QUERCUSPETRAEA1",NA,"","","STARHILL FOREST ARB.","?","s.n.",NA,NA,NA,"near Alten Eichen Hospital, Hamburg, Schelswig-Holstein","Quercus","south section","",NA,1,"L-96","59-39","","ND",1500,41.81469,-88.052712,"","","","","","","","","","","",TRUE
"309-2017*3","w","seed",2017,"Quercus serrata Murray [1]","QUERCUSSERRATA1",NA,"","","KYOTO U. KAMIGAMO EXP. STA.","","",20,10,2016,"","Quercus","","",NA,1,"K-101","63-26","","",5500,41.81447134,-88.05091548,"","","","","","","","","","","",TRUE
"808-51*1","w","seed",1951,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Anten, BC","s.n.",NA,NA,NA,"near Carterville","Quercus","north section","",NA,1,"N-102","62-67","","ND",5200,41.815304,-88.050435,"","","","","","","","","","","",TRUE
"1134-2004*3","w","seed",2004,"Quercus marilandica Münchh. [1]","QUERCUSMARILANDICA1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-003",19,10,2004,"along I-44 roadside, old Rte 66","Lake Jopamaca","west side","",NA,1,"Q-25","89-61","","ND",3320,41.815486,-88.078717,"","","","","","","","","","","",TRUE
"2175-29*17","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"T-82","24-69","","T",8860,41.816661,-88.057826,"","","","","","","","","","","",TRUE
"416-45*3","z","seed",1945,"Quercus texana Buckley","QUERCUSTEXANA",NA,"","","","Deam, CC","63896",NA,NA,NA,"in Platt National Park","Rosaceae","","",NA,1,"B-59","14-46","","T",5200,41.811482,-88.066118,"","","","","","","","","","","",TRUE
"37-2014*1","w","seed",2014,"Quercus hemisphaerica W.Bartram ex Willd. [1]","QUERCUSHEMISPHAERICA1",NA,"","","DAWES ARB.","?","s.n.",1,10,2013,"","Quercus","","",NA,1,"K-104","53-37","","T",3640,41.814472,-88.049773,"","","","","","","","","","","",TRUE
"212-2011*5","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"V-010","15-16","","ND",99999,41.816322,-88.091761,"","","","","","","","","","","",TRUE
"624-2008*1","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",20,9,2008,"native tree in Oak Collection, Morton Arboretum East Side","Morton East Woods","East Woods","not labeled",NA,1,"V-82","69-18","","ND",99999,41.817328,-88.058043,"","","","","","","","","","","",TRUE
"704-46*2","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Quercus","north section","",NA,1,"M-103","10-82","","T",4660,41.814898,-88.049995,"","","","","","","","","","","",TRUE
"839-79*6","g","seed",1979,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","MORTON-STAFF","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"Y-20","83-20","","T",1440,41.817612,-88.080797,"","","in memory of","In Memory of Dennis R. Hinton","","Dennis R. Hinton","","","","","",TRUE
"27-95*8","w","seed",1995,"Quercus hartwissiana Steven [1]","QUERCUSHARTWISSIANA1",NA,"","","ISTANBUL U.","?","s.n.",5,10,1994,"on the northwest Black Sea area near Yenice Cit dere","Central & Western Asia","","",NA,1,"EE-71","34-07","","T",3415,41.819597,-88.062221,"","","","","","","","","","","Found to be in grow bag too long at planting time; canker on some stems and trunk. Transplanted 15APR2004 from H-16/69-15 to EE-71/34-07.",TRUE
"1183-2004*5","w","seed",2004,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","2004 MWPCC OZARK EXPED.","Trager, JC","MWPCC 2004-1&15",30,10,2004,"Shaw Nature Reserve and along I-44 roadside","Lake Jopamaca","east side","",NA,1,"S-31","81-31","","T",940,41.816065,-88.076651,"","","","","","","","","","-- cross west of the drainage ditch --","",TRUE
"180-93*2","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Central & Western Asia","","",NA,1,"CC-70","60-40","","ND",4300,41.819114,-88.062445,"","","","","","","","","","","Transplanted 01OCT2003 from K-15/68-19 to CC-70/60-40.",TRUE
"696-2006*8","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Chmelir, G","s.n.",NA,NA,NA,"","Quercus","south section","",NA,1,"K-92","81-22","","ND",480,41.814437,-88.054231,"","","","","","","","","","","",TRUE
"530-2008*6","w","seed",2008,"Quercus aliena var. acutiserrata Maxim. ex Wenz.","QUERCUSALIENAACUTISERRATA",NA,"","","NACPEC 2008 SHAANXI EXPED.","","NACPEC 08-042",28,9,2008,"at Huang Hua Ling (Niu Bei Liang National Nature Reserve","Quercus","south section","",NA,1,"M-92","05-83","","ND",580,41.814783,-88.054022,"","","","","","","","","","","",TRUE
"570-78*10","w","seed",1978,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Shaw, CB","NI-89",2,11,1978,"in campground north of the Kankakee River under spont. plants 1/2 mile west of the Kankakee Co. line","Morton West Side","Prairie Visitor Station","unlabeled section",NA,1,"R-09","52-24","","T",380,41.815337,-88.09132,"","","","","","","","","","-- go back east along the walk to the pavilion --","",TRUE
"700-46*1","w","seed",1946,"Quercus pagoda Raf.","QUERCUSPAGODA",NA,"","","DEAM ARB.","Deam, CC","64811",NA,NA,NA,"","Quercus","north section","",NA,1,"N-103","91-44","","T",4920,41.815391,-88.050157,"","","","","","","","","","-- go south --","",TRUE
"619-2008*4","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",27,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"X-82","08-62","","ND",99999,41.817713,-88.057899,"","","","","","","","","","","",TRUE
"537-82*14","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Tilia","","",NA,1,"X-59","64-28","","T",780,41.81765,-88.06646,"","","in memory of","In Memory of Floyd A. Swink","","Swink, Floyd A.","","","","-- go southwest --","",TRUE
"212-2011*9","z","plant",2011,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-2","30-70","","ND",99999,41.811819,-88.086957,"","","","","","","","","","","",TRUE
"212-91*3","w","seed",1991,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",16,9,1991,"in the Donnellson Unit of Shimek State Forest","Quercus","north section","",NA,1,"M-101","44-37","","ND",5340,41.814969,-88.050897,"","","","","","","","","","","",TRUE
"18-2012*1","z","plant",2012,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-119",NA,NA,NA,"","Quercus","north section","",NA,1,"K-104","00-44","","ND",4240,41.814328,-88.049742,"","","","","","","","","","","",TRUE
"21-2012*6","z","plant",2012,"Quercus robur subsp. pedunculiflora (K.Koch) Menitsky","QUERCUSROBURPEDUNCULIFLORA",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-092",19,9,2008,"at Khudat","Central & Western Asia","","",NA,1,"GG-73","20-73","","ND",3340,41.820132,-88.061269,"","","","","","","","","","","",TRUE
"339-2002*5","w","seed",2002,"Quercus variabilis Blume","QUERCUSVARIABILIS",NA,"","","NACPEC 2002 SHANXI EXPED.","","NACPEC 2002-061",24,9,2002,"near Huang Sha Ling, Yang Cheng Xian","China","south section","",NA,1,"X-66","20-79","","T",15640,41.817599,-88.063702,"","","","","","","","","","","",TRUE
"214-91*6","w","seed",1991,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",17,9,1991,"along the south side of the North River about 2 miles southwest of Norwalk and 0.5 miles west of IA-28","Sargent's Glade","south section","",NA,1,"BB-20","40-71","","ND",1000,41.818322,-88.080642,"","","in memory of","In Memory of Jeffry Bailey","","Jeffry Bailey","","","","-- go east --","",TRUE
"696-2006*4","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Chmelir, G","s.n.",NA,NA,NA,"","Quercus","south section","",NA,1,"G-103","76-23","","ND",2880,41.813428,-88.050146,"","","","","","","","","","-- go north --","",TRUE
"564-2009*18","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"C-115","05-80","","ND",99999,41.812253,-88.045482,"","","","","","","","","","","",TRUE
"185-92*2","w","seed",1992,"Quercus velutina Lam.","QUERCUSVELUTINA",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",14,9,1992,"along Merioneth Road","Quercus","north section","",NA,1,"K-100","91-43","","T",5960,41.814541,-88.051223,"","","","","","","","","","GPS Control Monument                                      L-100/39-48","Water in hole at planting time.",TRUE
"5-2018*1","w","seed",2018,"Quercus austrina Small","QUERCUSAUSTRINA",NA,"","","CITY OF COLUMBIA, PKS & REC.","Phelps, D","",NA,11,2017,"","Rare & Endangered Plants","","",NA,1,"P-58","11-34","","",99999,41.81530258,-88.06670153,"","","","","","","","","","","",TRUE
"564-2009*11","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"B-108","96-91","","ND",99999,41.812165,-88.048006,"","","","","","","","","","","",TRUE
"479-2001*1","w","seed",2001,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","","Lenart, ME","s.n.",6,10,2001,"","Midwest","east section","",NA,1,"O-68","12-69","","T",4740,41.815127,-88.062894,"","","","","","","","","","","",TRUE
"214-91*2","w","seed",1991,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",17,9,1991,"along the south side of the North River about 2 miles southwest of Norwalk and 0.5 miles west of IA-28","Quercus","north section","",NA,1,"N-101","43-51","","T",5260,41.815242,-88.050858,"","","","","","","","","","-- go south --","",TRUE
"606-2000*1","w","seed",2000,"Quercus montana Willd.","QUERCUSMONTANA",NA,"","","2000 MWPCC SE US EXPED.","","MWPCC 2000-017",12,9,2000,"on Cahas Mt.","Eastern North America","Appalachia","north section",NA,1,"BB-76","00-54","","ND",3860,41.818732,-88.060175,"","","available","","","","","","","","",TRUE
"463-84*8","w","seed",1984,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","","?","s.n.",NA,NA,NA,"along the Des Plaines River near Willow Springs","Wetlands","","",NA,1,"II-72","01-09","","T",1900,41.820613,-88.061892,"","","in memory of","In Memory of Clair R. Mead
and Dorothy A. Mead","","Mead, Clair R.
Mead, Dorothy A.","","","","","",TRUE
"537-82*12","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Fagaceae","south section","",NA,1,"J-13","44-28","","T",340,41.813327,-88.083143,"","","","","","","","","","","",TRUE
"622-2008*13","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",24,9,2008,"Morton Arboretum East Woods, Lisle","Morton East Woods","East Woods","not labeled",NA,1,"N-125","14-94","","ND",99999,41.815388,-88.041901,"","","","","","","","","","","",TRUE
"392-2011*4","w","seed",2011,"Quercus aliena Blume","QUERCUSALIENA",NA,"","","NACPEC 2011 SHAANXI & GANSU EXPED.","","NACPEC 2011-004",NA,NA,2011,"","China","south section","",NA,1,"Y-70","51-35","","ND",17120,41.81799,-88.062414,"","","","","","","","","","","",TRUE
"265-90*9","w","seed",1990,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","MORTON-STAFF","?","s.n.",30,9,1990,"Pangquangou Nature Protection Area, Luliang Shan (Luliang Mountains)","Quercus","north section","",NA,1,"N-96","44-55","","T",7360,41.815199,-88.052676,"","","","","","","","","","","Transplanted from EE-39/80-85 to N-96/44-55 Oct. 2002.",TRUE
"204-92*3","w","seed",1992,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",30,10,1992,"in Bluffton Township","Quercus","north section","",NA,1,"L-99","71-53","","T",6080,41.814752,-88.051563,"","","","","","","","","","","",TRUE
"494-2012*5","w","seed",2012,"Quercus cerris L.","QUERCUSCERRIS",NA,"","","","Placek, D","s.n.",NA,NA,NA,"Libicky luh preserve (about 53.5 km east of Prague)","Quercus","","",NA,1,"K-91","63-56","","ND",1640,41.814382,-88.054469,"","","","","","","","","","","",TRUE
"1155-2004*1","w","seed",2004,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-075",23,10,2004,"Hwy 309 N toward Magazine Mtn from the south in National Forest","Lake Jopamaca","west side","",NA,1,"R-25","47-67","","ND",3440,41.815645,-88.078702,"","","in memory of","In Loving Memory of Virginia Lee Collsen and Henry John Collsen","10/24/2019 12:00:00 AM","Collsen, Virginia Lee
Collsen, Henry John","","","","-- go south --","",TRUE
"1134-2004*1","w","seed",2004,"Quercus marilandica Münchh. [1]","QUERCUSMARILANDICA1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-003",19,10,2004,"along I-44 roadside, old Rte 66","Lake Jopamaca","west side","",NA,1,"Q-25","69-92","","ND",3300,41.815434,-88.078601,"","","","","","","","","","","",TRUE
"204-92*1","w","seed",1992,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",30,10,1992,"in Bluffton Township","Quercus","north section","",NA,1,"K-99","12-59","","T",6240,41.814316,-88.051521,"","","in memory of","In Loving Memory of Barbara Ann Graves
08-09-32 - 05-14-12

And God shall wipe away all tears from their eyes;
and there shall be no more death,
neither sorrow, nor crying,
neither shall there be any more pain:
for the former things are passed away","","Graves, Barbara Ann","","","","-- begin bed --","",TRUE
"564-2009*14","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"C-105","35-25","","ND",99999,41.812238,-88.049352,"","","","","","","","","","","",TRUE
"478-2001*3","w","seed",2001,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Lenart, ME","s.n.",6,10,2001,"","Midwest","west section","",NA,1,"O-61","32-02","","T",8120,41.81511,-88.065708,"","","","","","","","","","","",TRUE
"184-92*1","w","seed",1992,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",14,9,1992,"from a cemetery along Regan Road west of Mokena","Midwest","east section","",NA,1,"M-67","86-70","","T",5540,41.814772,-88.063242,"","","available","","","","","","","-- go southeast --","Ball broken at planting time at J-15/15-84. Transplanted 15SEP2003 from J-15/15-84 to M-67/86-70.",TRUE
"49-2002*1","w","seed",2002,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","STARHILL FOREST ARB.","?","s.n.",1,1,2001,"on Stone Mountain","Quercus","north section","",NA,1,"L-99","15-43","","T",6120,41.814597,-88.051592,"","","available","","","","","","","","",TRUE
"527-2000*5","w","seed",2000,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","INT. OAK SOC.","Sternberg, G","s.n.",NA,NA,NA,"","Midwest","east section","",NA,1,"N-67","45-49","","T",5740,41.814932,-88.063326,"","","available","","","","","","","","",TRUE
"548-82*9","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Sargent's Glade","south section","",NA,1,"W-19","89-92","","T",1800,41.817078,-88.080876,"","","in memory of","In Memory of Erwin Radtke","","Erwin Radtke","","","","-- go northeast; begin the large bed --","",TRUE
"539-96*4","w","seed",1996,"Quercus michauxii Nutt.","QUERCUSMICHAUXII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-03",22,10,1996,"in picnic ground at Big Oak Tree State Park","Eastern North America","Appalachia","north section",NA,1,"DD-74","75-05","","ND",7640,41.819463,-88.061122,"","","","","","","","","","","",TRUE
"53-2014*1","z","plant",2014,"Quercus oglethorpensis Duncan","QUERCUSOGLETHORPENSIS",NA,"","","WOODLANDERS","?","s.n.",NA,NA,NA,"","Rare & Endangered Plants","","",NA,1,"P-58","27-48","","ND",99999,41.815346,-88.066649,"","","","","","","","","","","",TRUE
"482-2018*3","w","seed",2018,"Quercus texana Buckley","QUERCUSTEXANA",NA,"","","PECKERWOOD GDN.","Black, A","20181005-005",5,10,2018,"","Quercus","","",NA,1,"I-101","56-82","","",5660,41.81390939,-88.05068379,"","","","","","","","","","","",TRUE
"392-2011*1","w","seed",2011,"Quercus aliena Blume","QUERCUSALIENA",NA,"","","NACPEC 2011 SHAANXI & GANSU EXPED.","","NACPEC 2011-004",NA,NA,2011,"","Quercus","south section","",NA,1,"J-97","75-27","","ND",1700,41.814192,-88.052366,"","","","","","","","","","","",TRUE
"573-40*7","w","plant",1940,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","U. KENTUCKY","?","s.n.",NA,NA,NA,"","Quercus","south section","",NA,1,"M-91","40-88","","T",360,41.81487,-88.054375,"","","available","","","","","","","","",TRUE
"515-2001*1","w","seed",2001,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MT. CUBA CENTER","","KB-004",2,10,2001,"along the west side of Kentucky Route 27 just north of the town of Hall","Eastern North America","Appalachia","north section",NA,1,"BB-76","80-36","","ND",3920,41.818949,-88.060251,"","","","","","","","","","","",TRUE
"839-79*1","g","seed",1979,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","MORTON-STAFF","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"Z-20","58-69","","T",1340,41.817823,-88.080627,"","","","","","","","","","","",TRUE
"550-82*6","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1507",22,9,1982,"along the Fox River in Silver Springs State Park on edge of the parking area","Anacardiaceae","","",NA,1,"W-58","23-79","","T",300,41.817259,-88.066622,"","","available","","","","","","","","",TRUE
"530-2008*7","w","seed",2008,"Quercus aliena var. acutiserrata Maxim. ex Wenz.","QUERCUSALIENAACUTISERRATA",NA,"","","NACPEC 2008 SHAANXI EXPED.","","NACPEC 08-042",28,9,2008,"at Huang Hua Ling (Niu Bei Liang National Nature Reserve","Korea","","",NA,1,"Q-70","81-36","","ND",4460,41.81588,-88.062315,"","","","","","","","","","","",TRUE
"2385-26*2","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","north side","",NA,1,"M-84","57-55","","ND",6860,41.814849,-88.057063,"","","","","","","","","","","",TRUE
"1186-2004*2","w","seed",2004,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-158",11,11,2004,"in Shaw Nature Reserve","Quercus","south section","",NA,1,"L-93","17-64","","T",840,41.814549,-88.053715,"","","","","","","","","","-- go south between the Arborvitaes --","",TRUE
"260-93*1","w","plant",1993,"Quercus ilicifolia Wangenh.","QUERCUSILICIFOLIA",NA,"","","REESEVILLE RDG. N.","?","s.n.",NA,NA,NA,"in the southeastern part of Monongahela National Forest","Quercus","north section","",NA,1,"J-100","43-64","","T",5860,41.814137,-88.051128,"","","","","","","","","","","",TRUE
"214-91*8","w","seed",1991,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",17,9,1991,"along the south side of the North River about 2 miles southwest of Norwalk and 0.5 miles west of IA-28","Fagaceae","south section","",NA,1,"M-19","18-17","","ND",580,41.814134,-88.081019,"","","","","","","","","","","",TRUE
"2385-26*6","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","south side","",NA,1,"K-82","38-95","","ND",5340,41.814233,-88.057623,"","","","","","","","","","","",TRUE
"214-2011*5","z","plant",2011,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","unlabeled section","",NA,1,"W-018","58-66","","ND",99999,41.816644,-88.094527,"","","","","","","","","","","",TRUE
"219-2015*1","z","plant",2015,"Quercus mohriana Buckley ex Rydb.","QUERCUSMOHRIANA",NA,"","","TALTREE ARB. & GARD.","","",NA,NA,NA,"southeast of Fort Stockton","Cedar Point","","",NA,NA,"T-19","26-54","","",1140,41.816077,-88.080972,"","","","","","","","","","","",TRUE
"550-82*7","w","seed",1982,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1507",22,9,1982,"along the Fox River in Silver Springs State Park on edge of the parking area","Lake Marmo Landscape Planting","","",NA,1,"W-12","59-48","","T",20,41.816926,-88.083599,"","","in memory of","In Memory of Jackie Grady","","Jackie Grady","","","","","",TRUE
"2385-26*18","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-83","39-57","","ND",8320,41.816436,-88.057493,"","","","","","","","","","","",TRUE
"570-78*4","w","seed",1978,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Shaw, CB","NI-89",2,11,1978,"in campground north of the Kankakee River under spont. plants 1/2 mile west of the Kankakee Co. line","Lake Jopamaca","north side","northeast berm",NA,1,"S-28","30-97","","T",1580,41.815904,-88.077503,"","","","","","","","","","","",TRUE
"756-79*6","w","seed",1979,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1213",19,9,1979,"along the east side of Rock Creek north of IL-102 in Kankakee River State Park","Lake Jopamaca","south side","",NA,1,"N-26","52-94","","T",3940,41.814574,-88.078188,"","","","","","","","","","-- go west --","",TRUE
"213-2011*8","z","plant",2011,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","south savannah","unlabeled section",NA,1,"E-5","77-63","","ND",99999,41.811975,-88.085889,"","","","","","","","","","","",TRUE
"417-45*9","z","seed",1945,"Quercus buckleyi Nixon & Dorr","QUERCUSBUCKLEYI",NA,"","","","Deam, CC","63895",NA,NA,NA,"in Platt National Park","Rosaceae","","",NA,1,"C-58","20-43","","T",5520,41.811763,-88.066508,"","","","","","","","","","","",TRUE
"1160-2004*1","w","seed",2004,"Quercus alba L.","QUERCUSALBA",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-088",23,10,2004,"11090 South State Hwy 309","Lake Jopamaca","east side","",NA,1,"R-33","15-52","","ND",2440,41.815631,-88.075821,"","","","","","","","","","","",TRUE
"417-45*5","z","seed",1945,"Quercus buckleyi Nixon & Dorr","QUERCUSBUCKLEYI",NA,"","","","Deam, CC","63895",NA,NA,NA,"in Platt National Park","Rosaceae","","",NA,1,"B-58","96-71","","T",5540,41.8117,-88.066403,"","","","","","","","","","","",TRUE
"528-99*1","w","plant",1999,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","NEB. ST. ARB.","?","s.n.",NA,NA,NA,"in the Rock Creek bluffs, 3 miles south of Salem","Quercus","north section","",NA,1,"K-99","92-44","","T",6380,41.814534,-88.051586,"","","","","","","","","","","",TRUE
"538-82*6","w","seed",1982,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1498",13,9,1982,"from above Sauk Lake in Sauk Trail Forest Preserve","Fagaceae","north section","",NA,1,"L-15","62-40","","T",100,41.813945,-88.082393,"","","in memory of","In Memory of Elizabeth Jane Stevenson","","Elizabeth Jane Stevenson","","","","","",TRUE
"417-45*4","z","seed",1945,"Quercus buckleyi Nixon & Dorr","QUERCUSBUCKLEYI",NA,"","","","Deam, CC","63895",NA,NA,NA,"in Platt National Park","Rosaceae","","",NA,1,"B-58","77-29","","T",5560,41.811644,-88.066554,"","","","","","","","","","","",TRUE
"704-46*15","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Rosaceae","","",NA,1,"B-67","80-17","","T",2820,41.811734,-88.063301,"","","available","","","","","","","","",TRUE
"1140-2004*4","w","seed",2004,"Quercus × fernowii Trel.","QUERCUSFERNOWII",NA,"","","2004 MWPCC OZARK EXPED.","","MWPCC 2004-044",20,10,2004,"at Cedar Hollow Resort on Table Rock Lake, on edge of parking lot","Quercus","south section","",NA,1,"M-93","31-89","","ND",780,41.814864,-88.053637,"","","","","","","","","","","",TRUE
"4-2008*3","z","graft",2008,"Quercus dentata Thunb.","QUERCUSDENTATA",NA,"","","MORTON","Bretschneider, EV","684",25,11,1882,"near Peking","Quercus","south section","",NA,1,"H-99","66-28","","ND",2300,41.813639,-88.051605,"","","","","","","","","","","",TRUE
