PlantId,Longitude,Latitude,RcvdYear,ProvenanceType,Species_Name,CalcNameSort,GardenLocalityName,GardenSubarea1,GridLoc,Annotate
652-2008*70,-88.051362,41.824585,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-101/51-27,ND
652-2008*71,-88.051456,41.824709,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-101/97-03,ND
652-2008*72,-88.048767,41.824642,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-108/48-35,ND
652-2008*73,-88.048571,41.824691,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-108/64-89,ND
652-2008*74,-88.048565,41.824735,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-108/80-91,ND
652-2008*75,-88.048706,41.824759,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-108/90-53,ND
652-2008*76,-88.048457,41.824614,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-109/35-19,ND
652-2008*77,-88.048443,41.824711,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-109/70-24,ND
652-2008*78,-88.048328,41.824761,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,VV-109/87-56,ND
652-2008*79,-88.04892,41.824784,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,WW-107/01-95,ND
652-2008*80,-88.048944,41.824847,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,WW-107/24-89,ND
652-2008*81,-88.048241,41.824949,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,WW-109/55-82,ND
652-2008*82,-88.050552,41.825015,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-103/00-53,ND
652-2008*83,-88.050309,41.825078,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-104/21-20,ND
652-2008*84,-88.050234,41.825124,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-104/37-41,ND
652-2008*85,-88.04989,41.82516,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-105/47-35,ND
652-2008*86,-88.049976,41.82518,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-105/55-12,ND
652-2008*87,-88.04931,41.825062,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-106/06-92,ND
652-2008*88,-88.049558,41.825103,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-106/23-25,ND
652-2008*89,-88.049315,41.825164,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-106/43-92,ND
652-2008*9,-88.05038,41.81966,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,DD-103/48-35,ND
652-2008*90,-88.048857,41.82511,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-108/19-16,ND
652-2008*91,-88.048579,41.825139,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-108/27-92,ND
652-2008*92,-88.048818,41.825149,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-108/33-27,ND
652-2008*93,-88.048493,41.825168,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,XX-109/37-16,ND
652-2008*94,-88.049765,41.822097,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,MM-105/30-32,ND
652-2008*95,-88.049532,41.822144,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,MM-105/45-96,ND
652-2008*96,-88.049735,41.822155,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,MM-105/51-41,ND
652-2008*97,-88.04948,41.822115,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,MM-106/34-10,ND
652-2008*98,-88.049124,41.822193,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,MM-107/59-08,ND
652-2008*99,-88.050645,41.822484,2008,g,Quercus alba,QUERCUSALBA,Morton East Woods,East Woods,NN-102/79-97,ND
684-33*1,-88.051386,41.814399,1933,g,Quercus alba,QUERCUSALBA,Quercus,north section,K-99/41-97,T
69-2019*1,-88.080843,41.820177,2019,g,Quercus alba,QUERCUSALBA,Morton West Side,Daffodil Glade,II-20/18-39,ND
69-2019*2,-88.086049,41.81688,2019,g,Quercus alba,QUERCUSALBA,Morton West Side,Pine Hill,W-05/65-80,ND
755-79*1,-88.066639,41.813953,1979,w,Quercus alba,QUERCUSALBA,Midwest,southwest section,K-58/19-34,T
755-79*2,-88.066243,41.814518,1979,w,Quercus alba,QUERCUSALBA,Midwest,west section,M-59/21-49,T
755-79*5,-88.066559,41.813961,1979,w,Quercus alba,QUERCUSALBA,Midwest,southwest section,K-58/21-56,T
761-2017*1,-88.07678,41.821331,2017,g,Quercus alba,QUERCUSALBA,Education Support Building,,MM-31/00-60,ND
761-2017*2,-88.076694,41.821374,2017,g,Quercus alba,QUERCUSALBA,Education Support Building,,MM-31/15-84,ND
824-64*1,-88.071347,41.811763,1964,u,Quercus alba,QUERCUSALBA,Firefly Pond,,C-45/65-24,T
844-2017*1,-88.041813,41.813975,2017,z,Quercus alba,QUERCUSALBA,Morton East Side,old ash collection,I-126/area,ND
862-34*1,-88.049991,41.814056,1934,g,Quercus alba,QUERCUSALBA,Quercus,north section,J-103/03-73,T
867-2017*1,-88.072085,41.81792,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Sunfish Pond,Z-43/14-98,ND
867-2017*10,-88.080091,41.809311,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AU-21/53-11,ND
867-2017*11,-88.077547,41.809453,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AU-28/81-06,ND
867-2017*12,-88.077434,41.809511,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AV-28/01-38,ND
867-2017*13,-88.077421,41.809541,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AV-28/12-41,ND
867-2017*14,-88.08004,41.81016,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AX-21/61-35,ND
867-2017*15,-88.076997,41.810541,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AY-29/72-69,ND
867-2017*16,-88.076998,41.810863,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AY-29/89-73,ND
867-2017*17,-88.076799,41.810857,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AZ-30/85-27,ND
867-2017*18,-88.076896,41.810866,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AZ-30/90-01,ND
867-2017*19,-88.079903,41.81088,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-21/22-81,ND
867-2017*2,-88.079906,41.808693,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AS-21/26-54,ND
867-2017*20,-88.080066,41.811021,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-21/75-39,ND
867-2017*21,-88.075143,41.811033,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-34/34-80,ND
867-2017*22,-88.075061,41.810991,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-35/18-02,ND
867-2017*23,-88.074998,41.811033,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-35/33-20,ND
867-2017*24,-88.074955,41.81115,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-35/75-33,ND
867-2017*25,-88.074929,41.811213,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,A-35/98-41,ND
867-2017*26,-88.080004,41.811133,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,B-21/16-57,ND
867-2017*27,-88.079885,41.811322,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,B-21/83-92,ND
867-2017*28,-88.079994,41.8114,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-21/13-63,ND
867-2017*29,-88.079889,41.811456,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-21/32-92,ND
867-2017*3,-88.071733,41.818007,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Sunfish Pond,Z-44/43-95,ND
867-2017*30,-88.079998,41.811458,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-21/34-62,ND
867-2017*31,-88.079909,41.811503,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-21/49-87,ND
867-2017*32,-88.079824,41.811508,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-22/51-11,ND
867-2017*33,-88.074855,41.811574,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-35/28-66,ND
867-2017*34,-88.074805,41.811644,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,C-35/54-80,ND
867-2017*35,-88.077327,41.811887,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,D-28/66-96,ND
867-2017*36,-88.075583,41.8119,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,D-33/54-71,ND
867-2017*37,-88.077829,41.812019,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,E-27/18-61,ND
867-2017*4,-88.079971,41.80873,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AS-21/40-36,ND
867-2017*5,-88.079148,41.808869,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AS-23/83-62,ND
867-2017*6,-88.078294,41.809168,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AT-25/84-99,ND
867-2017*7,-88.078259,41.809197,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AT-26/94-09,ND
867-2017*8,-88.078146,41.809216,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AU-26/00-40,ND
867-2017*9,-88.078127,41.80924,2017,g,Quercus alba,QUERCUSALBA,DuPage River-West Side,Arbor Lake & river,AU-26/09-45,ND
899-2017*1,-88.068384,41.816492,2017,g,Quercus alba,QUERCUSALBA,Meadow Lake,north side,T-53/60-89,T
89-95*1,-88.077407,41.821625,1995,g,Quercus alba,QUERCUSALBA,Thornhill Parking,shelter,NN-29/13-93,ND
340-2002*1,-88.05183,41.814739,2002,w,Quercus aliena,QUERCUSALIENA,Quercus,north section,L-98/69-80,T
340-2002*2,-88.051949,41.814778,2002,w,Quercus aliena,QUERCUSALIENA,Quercus,north section,L-98/84-48,T
340-2002*3,-88.064086,41.818718,2002,w,Quercus aliena,QUERCUSALIENA,China,central section,BB-65/31-88,ND
392-2011*1,-88.052366,41.814192,2011,w,Quercus aliena,QUERCUSALIENA,Quercus,south section,J-97/75-27,ND
392-2011*2,-88.052167,41.814304,2011,w,Quercus aliena,QUERCUSALIENA,Quercus,south section,K-97/14-83,ND
392-2011*3,-88.052237,41.814484,2011,w,Quercus aliena,QUERCUSALIENA,Quercus,south section,K-97/80-66,ND
392-2011*4,-88.062414,41.81799,2011,w,Quercus aliena,QUERCUSALIENA,China,south section,Y-70/51-35,ND
2-2008*1,-88.054142,41.814758,2008,g,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Quercus,south section,L-92/97-50,T
530-2008*1,-88.053224,41.814314,2008,w,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Quercus,south section,K-94/27-95,T
530-2008*10,-88.05007,41.813566,2008,w,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Quercus,south section,H-103/26-45,T
530-2008*5,-88.053139,41.814649,2008,w,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Quercus,south section,L-95/48-22,T
530-2008*6,-88.054022,41.814783,2008,w,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Quercus,south section,M-92/05-83,ND
530-2008*7,-88.062315,41.81588,2008,w,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Korea,,Q-70/81-36,ND
530-2008*8,-88.061989,41.815811,2008,w,Quercus aliena var. acutiserrata ,QUERCUSALIENAACUTISERRATA,Korea,,Q-71/53-24,ND
585-2015*1,-88.081062,41.816097,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/34-29,
585-2015*2,-88.081065,41.816085,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/29-28,
585-2015*3,-88.08108,41.816089,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/31-24,
585-2015*4,-88.081082,41.8161,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/35-24,
585-2015*5,-88.081074,41.816106,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/37-26,
586-2015*1,-88.081124,41.8161,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/35-12,
586-2015*2,-88.081131,41.816086,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/30-10,
586-2015*3,-88.081141,41.816094,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/33-08,
586-2015*4,-88.081147,41.816105,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/37-06,
586-2015*5,-88.081134,41.816106,2015,w,Quercus arizonica,QUERCUSARIZONICA,Cedar Point,,T-19/38-10,
470-2013*1,-88.066557,41.815402,2013,w,Quercus arkansana,QUERCUSARKANSANA,Rare & Endangered Plants,,P-58/46-74,ND
641-2015*1,-88.066569,41.815293,2015,w,Quercus arkansana,QUERCUSARKANSANA,Rare & Endangered Plants,,P-58/06-69,
903-2005*1,-88.053234,41.814386,2005,w,Quercus baronii,QUERCUSBARONII,Quercus,south section,K-94/53-93,ND
903-2005*4,-88.053035,41.814448,2005,w,Quercus baronii,QUERCUSBARONII,Quercus,south section,K-95/74-48,ND
441-42*1,-88.051485,41.814561,1942,g,Quercus _bebbiana,QUERCUSBEBBIANA,Quercus,north section,L-99/01-72,T
645-33*1,-88.070343,41.819479,1933,g,Quercus _bebbiana,QUERCUSBEBBIANA,Park Boulevard,,EE-48/66-92,ND
697-57*1,-88.051428,41.814769,1957,g,Quercus _bebbiana,QUERCUSBEBBIANA,Quercus,north section,L-99/76-90,T
706-72*2,-88.049971,41.81527,1972,g,Quercus _bebbiana,QUERCUSBEBBIANA,Quercus,north section,N-103/45-93,T
749-34*1,-88.050096,41.814108,1934,g,Quercus _bebbiana,QUERCUSBEBBIANA,Quercus,north section,J-103/23-45,ND
399-U*1,-88.06918,41.815961,,u,Quercus _benderi,QUERCUSBENDERI,Visitor Center Parking,picnic area,R-51/74-66,T
109-2018*1,-88.084946,41.81659,2018,g,Quercus bicolor,QUERCUSBICOLOR,Morton West Side,Pine Hill,V-8/49-77,ND
109-2018*2,-88.084957,41.81691,2018,g,Quercus bicolor,QUERCUSBICOLOR,Morton West Side,Pine Hill,W-8/66-78,ND
12-2004*2,-88.053044,41.81539,2004,w,Quercus bicolor,QUERCUSBICOLOR,Quercus,north section,O-95/17-57,T
12-2004*3,-88.05317,41.815417,2004,w,Quercus bicolor,QUERCUSBICOLOR,Quercus,north section,O-95/28-23,T
1271-22*1,-88.061651,41.817017,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,U-72/89-31,T
1271-22*2,-88.061875,41.817099,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-71/21-71,T
1271-22*3,-88.061799,41.817134,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-71/33-92,T
1271-22*4,-88.061856,41.817171,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-71/47-77,T
1271-22*5,-88.061801,41.817175,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-71/48-92,T
1271-22*6,-88.061693,41.817148,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-72/37-21,T
1271-22*7,-88.061699,41.817186,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-72/51-20,T
1271-22*8,-88.061644,41.817201,1922,g,Quercus bicolor,QUERCUSBICOLOR,East Woods,,V-72/56-35,T
1278-2004*1,-88.068569,41.814118,2004,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,North Fenceline,K-53/97-10,ND
1278-2004*3,-88.068624,41.813697,2004,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,Switchback,J-52/44-90,T
1278-2004*4,-88.068607,41.81373,2004,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,Switchback,J-52/56-95,T
1278-2004*5,-88.068609,41.813769,2004,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,Switchback,J-52/70-95,T
1294-2004*1,-88.069395,41.813639,2004,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,"Bloom, Zoom, & Sprout",J-50/30-79,T
1294-2004*2,-88.069494,41.813636,2004,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,"Bloom, Zoom, & Sprout",J-50/30-52,T
135-U*1,-88.053482,41.815002,1986,u,Quercus bicolor,QUERCUSBICOLOR,Quercus,south section,M-94/80-33,T
135-U*10,-88.06093,41.813936,1986,u,Quercus bicolor,QUERCUSBICOLOR,Malus Landscape Planting,forestry plot,J-73/60-90,T
135-U*12,-88.060932,41.813977,1986,u,Quercus bicolor,QUERCUSBICOLOR,Malus Landscape Planting,forestry plot,J-73/75-90,T
135-U*13,-88.060952,41.814018,1986,u,Quercus bicolor,QUERCUSBICOLOR,Malus Landscape Planting,forestry plot,J-73/90-85,T
135-U*20,-88.078709,41.812455,1986,u,Quercus bicolor,QUERCUSBICOLOR,West DuPage River,,F-25/85-26,ND
135-U*3,-88.069315,41.816016,1986,u,Quercus bicolor,QUERCUSBICOLOR,Visitor Center Parking,picnic area,R-51/95-30,T
135-U*8,-88.060924,41.813812,1986,u,Quercus bicolor,QUERCUSBICOLOR,Malus Landscape Planting,forestry plot,J-73/15-90,T
135-U*9,-88.060928,41.813895,1986,u,Quercus bicolor,QUERCUSBICOLOR,Malus Landscape Planting,forestry plot,J-73/45-90,T
168-2019*1,-88.077893,41.819008,2019,g,Quercus bicolor,QUERCUSBICOLOR,Founder's Grove,,DD-28/65-29,
190-94*1,-88.078949,41.82147,1994,g,Quercus bicolor,QUERCUSBICOLOR,Thornhill Parking,west median,MM-25/71-71,T
198-38*1,-88.074884,41.814529,1938,g,Quercus bicolor,QUERCUSBICOLOR,Godshalk Meadow,southeast side,N-35/05-94,T
198-38*2,-88.075132,41.814825,1938,g,Quercus bicolor,QUERCUSBICOLOR,Godshalk Meadow,north side,O-35/15-30,T
207-2004*2,-88.091927,41.815644,2004,g,Quercus bicolor,QUERCUSBICOLOR,Morton Prairie Restoration,Willoway tributary,S-011/69-63,ND
214-91*1,-88.050075,41.81505,1991,w,Quercus bicolor,QUERCUSBICOLOR,Quercus,north section,M-103/66-62,ND
214-91*2,-88.050858,41.815242,1991,w,Quercus bicolor,QUERCUSBICOLOR,Quercus,north section,N-101/43-51,T
214-91*3,-88.050572,41.815241,1991,w,Quercus bicolor,QUERCUSBICOLOR,Quercus,north section,N-102/40-29,T
214-91*6,-88.080642,41.818322,1991,w,Quercus bicolor,QUERCUSBICOLOR,Sargent's Glade,south section,BB-20/40-71,ND
214-91*7,-88.081203,41.814151,1991,w,Quercus bicolor,QUERCUSBICOLOR,Fagaceae,south section,M-18/26-67,T
214-91*8,-88.081019,41.814134,1991,w,Quercus bicolor,QUERCUSBICOLOR,Fagaceae,south section,M-19/18-17,ND
2175-29*1,-88.075013,41.816112,1929,g,Quercus bicolor,QUERCUSBICOLOR,Sunfish Pond,,S-35/83-78,T
2175-29*10,-88.058029,41.816521,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/75-12,T
2175-29*11,-88.057785,41.816547,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/82-79,T
2175-29*12,-88.057954,41.816556,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/87-33,T
2175-29*13,-88.057789,41.816568,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/90-78,T
2175-29*14,-88.057701,41.816565,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-83/88-02,T
2175-29*15,-88.058026,41.816609,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/07-14,T
2175-29*16,-88.057736,41.816605,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/03-93,T
2175-29*17,-88.057826,41.816661,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/24-69,T
2175-29*18,-88.058021,41.816675,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/31-16,T
2175-29*19,-88.057934,41.81668,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/32-40,T
2175-29*2,-88.057241,41.815393,1929,g,Quercus bicolor,QUERCUSBICOLOR,South Forestry Plot,north side,O-84/57-13,T
2175-29*20,-88.057873,41.816723,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/47-57,T
2175-29*21,-88.057844,41.816734,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/51-65,T
2175-29*22,-88.057708,41.816634,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-83/13-01,T
2175-29*23,-88.057697,41.816733,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-83/49-05,T
2175-29*24,-88.057752,41.816715,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/43-90,T
2175-29*25,-88.057775,41.816659,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,T-82/23-83,T
2175-29*3,-88.057969,41.816476,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/58-28,T
2175-29*7,-88.058031,41.816477,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/59-11,T
2175-29*8,-88.057897,41.816511,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/70-48,T
2175-29*9,-88.057805,41.816519,1929,g,Quercus bicolor,QUERCUSBICOLOR,North Forestry Plot,south side,S-82/72-73,T
2643-22*1,-88.076352,41.816518,1922,g,Quercus bicolor,QUERCUSBICOLOR,Ornamental Flowering Trees,,U-32/43-18,T
2643-22*2,-88.075934,41.816753,1922,g,Quercus bicolor,QUERCUSBICOLOR,Sunfish Pond,,V-33/25-35,T
2643-22*3,-88.076306,41.816549,1922,g,Quercus bicolor,QUERCUSBICOLOR,Ornamental Flowering Trees,,U-32/54-31,T
2643-22*4,-88.076256,41.816567,1922,g,Quercus bicolor,QUERCUSBICOLOR,Ornamental Flowering Trees,,U-32/60-45,T
2643-22*5,-88.076279,41.816602,1922,g,Quercus bicolor,QUERCUSBICOLOR,Ornamental Flowering Trees,,U-32/73-39,T
278-2017*2,-88.073285,41.810811,2017,g,Quercus bicolor,QUERCUSBICOLOR,Service Area,,AZ-39/36-84,T
285-83*1,-88.076715,41.82123,1983,g,Quercus bicolor,QUERCUSBICOLOR,Education Support Building,,LL-31/63-77,ND
330-2017*1,-88.073418,41.811368,2017,g,Quercus bicolor,QUERCUSBICOLOR,Service Area,,B-39/40-55,ND
330-2017*2,-88.072997,41.811331,2017,g,Quercus bicolor,QUERCUSBICOLOR,Service Area,,B-40/23-69,ND
330-2017*3,-88.073084,41.811528,2017,g,Quercus bicolor,QUERCUSBICOLOR,Service Area,,B-40/95-48,ND
330-2017*4,-88.073479,41.811565,2017,g,Quercus bicolor,QUERCUSBICOLOR,Service Area,,C-39/12-41,ND
330-2017*5,-88.073411,41.811749,2017,g,Quercus bicolor,QUERCUSBICOLOR,Service Area,,C-39/79-61,ND
358-2002*1,-88.090311,41.815006,2002,g,Quercus bicolor,QUERCUSBICOLOR,Morton West Side,Prairie Visitor Station,Q-07/22-95,ND
358-2002*2,-88.089658,41.815097,2002,g,Quercus bicolor,QUERCUSBICOLOR,Prairie Visitor Station,,Q-05/49-74,ND
358-2002*3,-88.090218,41.815055,2002,g,Quercus bicolor,QUERCUSBICOLOR,Morton West Side,Prairie Visitor Station,Q-06/39-21,ND
358-2002*4,-88.089584,41.815074,2002,g,Quercus bicolor,QUERCUSBICOLOR,Prairie Visitor Station,,Q-05/40-94,ND
358-2002*5,-88.089574,41.815019,2002,g,Quercus bicolor,QUERCUSBICOLOR,Prairie Visitor Station,,Q-05/20-96,ND
393-2006*1,-88.069529,41.813432,2006,g,Quercus bicolor,QUERCUSBICOLOR,Childrens Garden,Windmill Garden,I-50/56-40,T
393-2006*2,-88.069997,41.814384,2006,g,Quercus bicolor,QUERCUSBICOLOR,Meadow Lake,south side,M-49/07-24,ND
394-2000*1,-88.046664,41.818367,2000,g,Quercus bicolor,QUERCUSBICOLOR,Big Rock Visitor Station,,Y-113/43-32,T
463-84*1,-88.08109,41.814253,1984,w,Quercus bicolor,QUERCUSBICOLOR,Fagaceae,south section,M-18/62-99,T
463-84*2,-88.081225,41.814307,1984,w,Quercus bicolor,QUERCUSBICOLOR,Fagaceae,south section,M-18/83-63,T
463-84*4,-88.066721,41.814783,1984,w,Quercus bicolor,QUERCUSBICOLOR,Midwest,west section,N-58/22-22,T
463-84*5,-88.065546,41.814944,1984,w,Quercus bicolor,QUERCUSBICOLOR,Midwest,west section,N-61/70-44,T
463-84*6,-88.062031,41.820596,1984,w,Quercus bicolor,QUERCUSBICOLOR,Wetlands,,HH-71/96-71,T
463-84*7,-88.061969,41.820699,1984,w,Quercus bicolor,QUERCUSBICOLOR,Wetlands,,II-71/33-89,T
463-84*8,-88.061892,41.820613,1984,w,Quercus bicolor,QUERCUSBICOLOR,Wetlands,,II-72/01-09,T
463-84*9,-88.083546,41.81665,1984,w,Quercus bicolor,QUERCUSBICOLOR,Lake Marmo,north side,V-12/58-59,T
476-2017*1,-88.051905,41.812578,2017,g,Quercus bicolor,QUERCUSBICOLOR,Gateway to Tree Science,,D-98/83-33,ND
476-2017*2,-88.051902,41.812624,2017,g,Quercus bicolor,QUERCUSBICOLOR,Gateway to Tree Science,,D-98/99-35,ND
481-86*1,-88.081392,41.817537,1986,g,Quercus bicolor,QUERCUSBICOLOR,Sargent's Glade,southwest,Y-18/61-57,T
513-25*1,-88.05028,41.813711,1925,g,Quercus bicolor,QUERCUSBICOLOR,Quercus,south section,H-102/80-90,T
51-98*1,-88.080714,41.818043,1998,g,Quercus bicolor,QUERCUSBICOLOR,Sargent's Glade,south section,AA-20/39-48,ND
51-98*2,-88.080751,41.818135,1998,g,Quercus bicolor,QUERCUSBICOLOR,Sargent's Glade,south section,AA-20/73-39,ND
